source,interaction,target
SHH,activates,MAP2K1
IQGAP1,activates,MAP2K1
MAP3K1,activates,MAP2K1
PRKCG,activates,DAB2
GRK6,activates,ADRB2
GRK3,activates,ADRB2
MAPK11,activates,MEF2A
MAPK1,activates,ETS1
IL6,activates,SGK1
MAPK3,activates,RARG
NEK6,activates,RPS6KB1
CDC42,activates,MAP2K3
TAOK3,activates,MAP2K3
PKN1,activates,MAP2K3
GADD45B,activates,MAP2K3
MAP3K10,activates,MAP2K3
PAK1,activates,MAP2K3
GADD45G,activates,MAP2K3
BRAF,activates,MAP2K3
MAP3K1,activates,MAP2K3
AURKB,activates,STMN1
PRKACG,activates,STMN1
NPPA,activates,VASP
DUSP7,inhibits,MAPK3
DUSP10,inhibits,MAPK3
DUSP8,inhibits,MAPK3
DUSP16,inhibits,MAPK3
DUSP2,inhibits,MAPK3
TNF,activates,MAPK3
EGF,activates,MAPK3
HGF,inhibits,MAPK3
TNFSF10,activates,MAPK3
FGF19,activates,MAPK3
FGF2,activates,MAPK3
PRKCZ,activates,NFATC1
PRKG1,activates,LIPE
PIN1,inhibits,RAF1
PPP2R1A,activates,RAF1
PRKCE,activates,RHOA
SLK,inhibits,RHOA
PRKACG,activates,CSF2RB
PRKACA,activates,CSF2RB
PRKACB,activates,CSF2RB
NUP214,activates,EIF4E
NUP214,activates,MDM2
PAK6,activates,LIMK1
PAK4,activates,LIMK1
CASP3,activates,LIMK1
LIF,activates,STAP2
IFNG,activates,STAT1
MAPK1,activates,STAT1
IFNB1,activates,STAT1
EGF,activates,STAT1
OSM,activates,STAT1
IL13,activates,STAT1
PRKCB,inhibits,IRS1
AKT1,activates,CTTN
RPS6KB2,activates,RPS6
SRC,activates,CDH1
CRP,activates,IRS1
PPP1R12A,inhibits,PLK1
CDS1,activates,TP53
JAK1,activates,MAP3K5
IFNG,activates,MAP3K5
TLR9,activates,STAT1
LIF,activates,STAT1
PIAS2,inhibits,STAT1
IL10,activates,STAT1
IL6,activates,STAT1
BUB1,activates,TP53
PLK1,activates,ANAPC7
BLK,activates,SNCA
LCK,activates,SNCA
SRC,activates,SNCA
YES1,activates,SNCA
HCK,activates,SNCA
KLK6,inhibits,SNCA
UCHL1,inhibits,SNCA
PLK1,activates,ANAPC4
CDK1,activates,ANAPC4
PINK1,activates,BCL2L1
NOP53,activates,PTEN
PLK1,activates,CDC16
KSR1,activates,MAP2K2
CDK1,activates,GORASP1
NBN,activates,CHEK2
CHEK2,activates,CHEK1
PLK1,activates,KIF2A
AURKA,inhibits,NFKBIA
TNF,inhibits,NFKBIA
MAP3K1,activates,NFKBIA
PRKCB,activates,RB1
PAK4,activates,TP53
ROCK2,activates,LIMK2
PRL,activates,ESR1
FGF7,activates,ESR1
MAP3K12,activates,MAPK14
MAP3K1,activates,MAPK14
SYK,activates,MAPK14
MAP2K1,activates,MAPK14
SRC,activates,MAPK14
GNA15,activates,MAPK14
GNA11,activates,MAPK14
GNAQ,activates,MAPK14
GNA14,activates,MAPK14
TNK2,activates,CTTN
YES1,activates,PTK2
RHOA,activates,PTK2
NRG1,activates,PTK2
EFNA1,inhibits,PTK2
DUSP10,inhibits,MAPK1
DUSP8,inhibits,MAPK1
EGF,activates,MAPK1
MAPK1,activates,PTPRR
BTK,activates,PLCG1
EGF,activates,PLCG1
FGF2,activates,PLCG1
TEC,activates,PLCG1
PRKCZ,activates,MAPK8
PRKCQ,activates,MAPK8
BTK,activates,MAPK8
RALB,activates,MAPK8
RALA,activates,MAPK8
PRKCB,activates,MAPK8
CDC42,activates,MAPK8
SDC2,activates,MAPK8
PRKCZ,activates,MAPK9
RALB,activates,MAPK9
RALA,activates,MAPK9
CDC42,activates,MAPK9
RAC1,activates,CTNNB1
EP300,activates,TP73
FYN,activates,ZAP70
INS,activates,CAV1
VEGFA,activates,PXN
BCR,activates,CRK
BTK,activates,NFKBIA
PRKCZ,activates,MAPK10
RALB,activates,MAPK10
RALA,activates,MAPK10
CDC42,activates,MAPK10
RAC1,activates,MAPK10
HGF,activates,MAPK8
PIM1,activates,EIF4B
STK4,activates,STK38
MST1,activates,FOXO3
SYK,activates,PLCG2
CD247,inhibits,LCP2
LYN,activates,LAT2
TGFBR1,activates,ENG
TGFB1,activates,SMAD2
PRKACA,activates,MAP2K6
TAOK3,activates,MAP2K6
TAOK1,activates,MAP2K6
PKN1,activates,MAP2K6
GADD45B,activates,MAP2K6
MAP3K10,activates,MAP2K6
PAK1,activates,MAP2K6
GADD45G,activates,MAP2K6
BRAF,activates,MAP2K6
IL1A,activates,TAB1
MAP3K7,activates,PRKAA2
TGFBR2,activates,ENG
PDK1,activates,AKT2
CSNK1G3,activates,TP53
CSNK1G2,activates,TP53
CSNK1G1,activates,TP53
CSNK1E,activates,TP53
NHEJ1,activates,XRCC4
SRC,activates,HIPK2
SRC,activates,NRAS
VEGFA,activates,CDH5
ICAM1,activates,CDH5
INS,activates,CAV2
SDC4,activates,PTK2
BLK,activates,PTK2
LCK,activates,PTK2
CXCL12,activates,PTK2
SRC,activates,OCLN
TNFSF10,activates,CASP8
EGFR,activates,PIP5K1C
BLK,activates,DAPP1
FYN,activates,DAPP1
YES1,activates,DAPP1
HCK,activates,DAPP1
FGR,activates,DAPP1
LPAR2,activates,PTK2B
EDN1,activates,PTK2B
LPAR2,activates,TRIP6
RICTOR,activates,SGK1
CCNH,inhibits,CDK2
CDK9,activates,RB1
MDM2,activates,RB1
DBF4,activates,MCM2
SMAD3,activates,CDKN1B
MAP2K1,activates,FOXM1
CCNE2,activates,RB1
INS,activates,SGK1
PRR5,activates,SGK1
RPS6KA4,activates,EIF4EBP1
CSNK1D,activates,APC
CHKA,inhibits,CTNNB1
CTNNB1,activates,CCND1
CCKBR,activates,PRKD2
MAP3K1,inhibits,NFATC3
CSNK1D,activates,FOXO1
CSNK1G3,activates,FOXO1
CSNK1G2,activates,FOXO1
CSNK1E,activates,FOXO1
CSNK1D,activates,CDK5
MAPK12,activates,TP53
CDK2,inhibits,E2F1
PAK1,activates,MAP2K4
ROCK1,activates,MAP2K4
ROCK2,activates,MAP2K4
RAC1,activates,MAP2K4
ROCK2,activates,SLC9A1
MAP3K8,activates,CHEK1
EZH2,activates,BRCA1
CCNH,activates,CDK1
MNAT1,activates,RARA
TLR3,activates,IRF3
DDX58,activates,IRF3
IKBKE,inhibits,CYLD
TNF,activates,NFKB1
RHEB,activates,AKT1S1
AKT3,inhibits,TSC2
VEGFA,activates,NOS3
AKT1,activates,CREBBP
TSC2,activates,MAPKAP1
MAP4K4,activates,SLC9A1
CDK2,inhibits,CDKN1C
MAP3K3,activates,CHUK
MAP4K4,activates,CHUK
TNF,activates,CHUK
MAPK11,activates,NR3C1
MAPK9,activates,NR3C1
MAPK10,activates,NR3C1
CDK5,activates,AMPH
CDK1,activates,ELAVL1
TNF,inhibits,PPARG
PRKACA,activates,AQP2
AVP,inhibits,AQP2
RAPGEF3,activates,RYR2
RPS6KA3,activates,SRF
CDX2,inhibits,CTNNB1
CHUK,activates,MTOR
CDK1,activates,BAD
MAPK9,activates,BAD
MAPK10,activates,BAD
CDKN1A,inhibits,RB1
INCENP,activates,BUB1
PBK,activates,PRC1
CCNE2,inhibits,TP73
DYRK1A,activates,CASP9
RHOA,activates,GATA4
MAPK1,activates,GATA4
FGFR2,inhibits,PGR
RB1,inhibits,RBL1
MAPK11,activates,ELK4
MAPK14,activates,ELK4
MTOR,activates,RRN3
AKT1,activates,SKP2
INS,inhibits,PTPN1
PIN1,activates,BRAF
MAPK3,activates,MYLK
EGF,activates,RHOA
PRKCA,activates,SPHK1
PRKCB,activates,SPHK1
TNF,activates,SPHK1
ROS1,inhibits,FOXO3
MAP3K11,activates,CEBPB
RAC1,activates,MAPK1
MAPK8,inhibits,NFATC1
MAPK8,activates,AR
KSR1,inhibits,BRAF
WNK1,inhibits,WNK4
PINK1,activates,UBB
PAK6,activates,RAF1
PAK5,activates,RAF1
STK38L,activates,NUAK1
FYN,activates,LCK
PAG1,inhibits,LCK
FYN,activates,SIGLEC10
BMPR2,activates,SMAD1
GRK5,activates,CXCR4
VAV2,activates,NFATC1
MAPK11,activates,SLC9A1
PLCG2,activates,PLA2G4A
AVP,activates,HSPB1
ESR1,activates,HSPB1
GSK3B,inhibits,NFATC1
WNT1,activates,CTNNB1
WNT3A,inhibits,CTNNB1
LRP6,inhibits,CTNNB1
PRKACG,activates,CTNNB1
FYN,activates,JUP
MAPK11,activates,USF1
CSF3,activates,GAB2
LCK,activates,STAT2
ROCK2,activates,MYL2
TNF,activates,MAPK1
HGF,inhibits,MAPK1
ADIPOQ,activates,NOS3
PRKG1,activates,TTN
MAPK14,activates,HSPB1
MAPK11,activates,PPARGC1A
EGF,activates,EPS15
MAPK11,activates,ESR1
PRKACA,activates,URI1
SRC,activates,MAP2K1
ROCK1,activates,SH3GL2
ROCK2,inhibits,PPP1R12B
PRKACB,inhibits,MLXIPL
PRKACG,inhibits,MLXIPL
PRKACB,activates,PPP1R1B
PRKACG,activates,PPP1R1B
PRKACA,activates,RASGRP2
PRKACG,inhibits,GLI3
PRKACB,inhibits,GLI3
PRKG1,activates,PLN
PRKACG,inhibits,PLN
CSNK2A1,activates,NFATC1
MAP3K12,activates,MAPK11
SYK,activates,MAPK11
DUSP8,inhibits,MAPK11
SRC,activates,MAPK11
F11R,activates,MAPK3
PRKCQ,activates,MAPK3
IL2,activates,MAPK3
KSR1,activates,MAPK3
PRKCB,activates,MAPK3
PLD2,activates,MAPK3
PTP4A3,activates,MAPK3
RAP1A,activates,MAPK3
MAP3K14,activates,MAPK3
ARF6,activates,MAPK3
IQGAP1,activates,MAPK3
F11R,activates,MAPK1
PRKCQ,activates,MAPK1
IL2,activates,MAPK1
PRKCB,activates,MAPK1
PLD2,activates,MAPK1
PTP4A3,activates,MAPK1
RAP1A,activates,MAPK1
RHOA,activates,MAPK1
MAP3K14,activates,MAPK1
ARF6,activates,MAPK1
IQGAP1,activates,MAPK1
FGF2,activates,MAPK1
MAP2K4,activates,PRKCD
MAP3K11,activates,MAP3K1
NRK,activates,MAP3K1
TNIK,activates,MAP3K1
PAK2,activates,MAP3K1
RAC1,activates,MAP3K1
GSK3B,activates,TSC2
GNAI2,activates,BLK
PTK2B,activates,BLK
CSK,inhibits,BLK
PTPN13,activates,BLK
BLK,activates,ABL1
LCK,activates,ABL1
YES1,activates,ABL1
FGR,activates,ABL1
GNAI2,activates,LCK
PTK2B,activates,LCK
PTPN13,activates,LCK
PTPN13,activates,LYN
GNAI2,activates,YES1
PTK2B,activates,YES1
PTPN13,activates,YES1
PTPN13,activates,HCK
PTPN13,activates,FGR
FYN,activates,EGFR
LCK,activates,EGFR
YES1,activates,EGFR
HCK,activates,EGFR
FGR,activates,EGFR
THBS1,activates,EGFR
AR,activates,EGFR
BLK,activates,NGEF
FYN,activates,NGEF
LCK,activates,NGEF
SRC,activates,NGEF
LYN,activates,NGEF
YES1,activates,NGEF
HCK,activates,NGEF
FGR,activates,NGEF
PLCG1,activates,CAMK2A
CSNK1D,inhibits,GLI2
CSNK1G3,inhibits,GLI2
CSNK1G2,inhibits,GLI2
CSNK1G1,inhibits,GLI2
CSNK1E,inhibits,GLI2
PLK1,activates,ROCK2
PLK1,activates,SGO1
PRKCZ,activates,NFATC2
MAP2K1,inhibits,BAD
PAK4,activates,BAD
PRKACA,activates,RARG
PRKACA,activates,SDC1
PRKCG,activates,RARA
PRKCA,activates,RARA
PRKCB,activates,BRAF
PRKCA,activates,BRAF
RIT2,activates,BRAF
RIT1,activates,BRAF
BDNF,activates,CDK5
RIPK2,activates,STAT4
HLX,inhibits,STAT4
FER,activates,PTPN1
SRC,activates,JAK2
NOS2,activates,JAK2
IL1B,activates,JAK2
CXCR4,activates,JAK2
IFNG,activates,JAK2
PRKACA,inhibits,NFATC2
MAPK14,inhibits,NFATC2
EDN1,activates,EGFR
NTS,activates,EGFR
CDK1,activates,RXRA
NOS2,activates,TYK2
IL1B,activates,TYK2
NOS2,activates,IL12RB2
IL1B,activates,IL12RB2
AKT1,activates,NRIP1
MAPK1,activates,NRIP1
MAPK3,activates,NRIP1
INS,activates,AKT2
IQGAP1,activates,BRAF
GRK7,inhibits,RHO
BRSK2,inhibits,MAPT
BRSK1,inhibits,MAPT
PAK2,inhibits,MYC
ATM,activates,TTC5
ITK,activates,LAT
SYK,activates,LAT
CDC42,activates,CDC42BPA
MAPK14,activates,RARG
EPHB2,activates,SDC2
GRK3,inhibits,TBXA2R
NGFR,inhibits,NTRK1
FYN,activates,DOK1
LYN,activates,DOK1
FYN,activates,PRKCD
LYN,activates,PRKCD
SYK,activates,PRKCD
MAPK11,activates,MITF
MAPK14,activates,MITF
MAPK11,activates,GDI1
MAPK14,activates,GDI1
MAPK11,activates,MEF2C
STK11,activates,ETV4
EGF,activates,CTNND1
FYN,inhibits,KIRREL1
FYN,inhibits,NPHS1
PTPRA,activates,INSR
CAV1,inhibits,KDR
PPM1A,inhibits,SMAD5
SMAD2,activates,SMAD3
PPM1A,inhibits,SMAD9
ACVR1,activates,SMAD9
BMPR1A,activates,SMAD9
PTPN2,inhibits,CSF1R
PTPN1,inhibits,CSF1R
IL4,activates,STAT6
IL13,activates,STAT6
JAK3,activates,STAT6
LYN,activates,CD22
FYN,activates,DAB1
RELN,activates,DAB1
LYN,activates,FCER1G
FYN,activates,FCER1G
SRC,activates,PECAM1
PAK2,activates,CTTN
PAK3,activates,CTTN
AKT1,activates,RPS6KB2
AKT3,activates,RPS6KB2
AKT2,activates,RPS6KB2
MAPK7,activates,RPS6KA2
MAPK1,activates,RPS6KA6
ULK1,activates,FUNDC1
PRKACG,inhibits,GLI2
PRKACB,inhibits,GLI2
SRC,activates,UNC5C
FYN,activates,GAB2
CDK5R1,activates,PPP1R1B
PRKACA,activates,PFKFB1
PRKACB,activates,LIPE
PRKACG,activates,LIPE
PRKACA,activates,PLIN1
RHEB,activates,RPS6KB1
TNF,activates,RPS6KB1
AKT1,activates,USP8
PGAM5,activates,FUNDC1
CSNK2A1,inhibits,FUNDC1
TNF,activates,MAP3K5
IRS1,activates,IRS2
PDGFB,activates,SRC
EGF,activates,SRC
HGF,activates,SRC
SRC,activates,MAPK1
FGF19,activates,MAPK1
TP53,inhibits,IGF1R
CD81,activates,EZR
EGFR,activates,TNK2
GDNF,activates,TH
IL1B,activates,TH
EGF,activates,HGS
EGF,activates,ANXA1
EGF,activates,ITGB4
EGF,activates,LAMA1
SOCS3,inhibits,INSR
TNF,inhibits,INSR
HRG,activates,ERBB3
MET,activates,RPS6KB1
WNK4,inhibits,SLC12A3
IL6,activates,PTPN11
TGFB1,activates,MTOR
NPY4R,activates,EIF2S1
PINK1,activates,MFN2
CNTF,activates,TH
CDK5,activates,TH
MDM2,inhibits,AR
PTEN,inhibits,AR
VAV3,activates,AR
CDK1,inhibits,GJA1
AGT,activates,PIK3R1
PRKG1,activates,PPP1R12A
CDK5,activates,MAPK7
PRKCE,activates,TJP1
TNF,activates,ICAM1
PRKDC,activates,MDM2
ROCK2,activates,MYL9
ADIPOQ,activates,APPL1
CDK16,activates,NSF
PRKCD,activates,NLRC4
BRD4,activates,CDK9
PRKCE,inhibits,EGFR
BDNF,activates,SYN1
IGF1,activates,SHC1
KDR,activates,NOS3
STK11,activates,CDKN1A
MAPK1,activates,SOX10
PLK1,inhibits,MYT1
SGK1,activates,SCNN1A
FYN,activates,CTTN
BCR,activates,SYK
CDK1,activates,PLK1
PRKCE,activates,INSR
FADD,activates,IKBKG
SRC,activates,DCC
PAK1,activates,NET1
FYN,activates,ARHGAP35
NGF,activates,RASGRF1
MAPK8,activates,STMN2
INS,activates,SH2B2
GH1,activates,STAT5B
CDK1,activates,CLIP1
MST1,activates,FOXO1
PDK1,activates,TSSK3
GRK2,activates,ADRA1B
PRKCA,activates,ADRA1B
ATR,activates,FANCG
ABL1,activates,STAT5A
MYLK3,activates,MYL2
ATM,activates,CDS1
SP1,activates,RANBP1
CDK5,inhibits,STXBP1
GSK3B,inhibits,CREB3L3
PRKD1,activates,PTPN6
WNK1,activates,SYT2
PRKCD,activates,ITGB7
CAMK2G,activates,SYN1
MAPK3,activates,PTPRR
PRKCA,activates,DGKZ
PRKACA,activates,RGS14
MAPK3,activates,LIPE
AKT1,activates,MST1
AKT1,activates,THRA
CAMK2B,activates,MYLK
CAMK2A,inhibits,ADCY3
CAMK2B,activates,CREB1
CAMK2D,activates,CREB1
CAMK2G,activates,CREB1
PTPRC,activates,SLK
CDK1,activates,PKN1
CDK1,activates,ZYX
CDK2,inhibits,ANAPC1
CDK2,activates,AXIN1
CDK2,inhibits,CDC27
CDK2,activates,E2F5
CDK2,activates,HIST1H1B
CDK2,activates,LMNB1
CDK2,inhibits,MDM2
CDK2,activates,NCOA1
CDK2,inhibits,SMAD4
CSF1R,activates,IRS1
CSNK1A1,activates,SAT1
CSNK1D,activates,YWHAQ
CSNK1E,activates,OCLN
CSNK1E,activates,YWHAQ
CSNK1E,activates,YWHAZ
CSNK1G1,activates,YWHAQ
CSNK1G2,activates,YWHAQ
CSNK1G3,activates,YWHAQ
CSNK2A2,activates,CDH1
CSNK2A2,activates,OCLN
CSNK2A2,activates,RELA
CSNK2A2,activates,TP53
CSNK2A2,activates,ZRANB2
EIF2AK2,activates,EIF2A
FGFR2,activates,PLCG1
FGFR3,activates,PLCG1
FGFR4,activates,PLCG1
FYN,activates,EPHB2
FYN,activates,KIT
FYN,activates,PLD2
GSK3B,activates,CTTN
GSK3B,activates,NEUROD1
GSK3B,inhibits,NFATC3
GSK3B,activates,OTUD7B
GSK3B,activates,SMARCC2
GSK3B,activates,SNRNP70
GSK3B,activates,UBE2A
GSK3B,activates,ZHX1
GSK3B,activates,ZYX
IGF1R,activates,CTTN
INSR,activates,PRKCI
INSR,activates,VAV2
LCK,activates,CD79B
LCK,inhibits,EPHA3
LCK,inhibits,JAK1
LCK,inhibits,JAK3
LCK,activates,KIT
LCK,activates,TYROBP
LYN,inhibits,FYN
LYN,activates,KIT
LYN,activates,PDGFRB
MAP3K7,inhibits,SMAD3
MAP3K8,activates,MAPK1
MAPK1,activates,RARA
MAPK10,activates,MEF2A
MAPK10,inhibits,NFATC2
MAPK12,activates,MEF2A
MAPK12,activates,MEF2C
MAPK12,activates,MEF2D
MAPK14,activates,ETS1
MAPK14,activates,ETS2
MAPK14,activates,MYC
MAPK14,activates,RARA
MAPK14,activates,TH
MAPK3,activates,ZFP36
MAPK8,activates,ESR1
MAPK8,activates,MAP3K11
MAPK8,activates,NPM1
MAPK8,activates,PAX2
MAPK8,activates,SF3B1
MAPK8,activates,SMAD2
MAPK8,activates,SMAD4
MAPK8,activates,SNRNP70
MAPK8,activates,SRC
MAPK9,activates,FOS
NTRK2,activates,PLCG1
PDGFRA,activates,RASA1
PDGFRA,activates,SHC1
PDGFRB,activates,PIK3R1
PDK1,activates,AKT3
PDK1,activates,PRKACA
PDK1,activates,PRKCA
PDK1,activates,RPS6KA1
PDK1,activates,SGK3
PHKG1,activates,PYGB
PHKG1,activates,PYGM
PHKG2,activates,PYGB
PHKG2,activates,PYGM
PRKAA1,inhibits,MTOR
PRKACA,inhibits,ABCC8
PRKACA,activates,MTOR
PRKACA,activates,KCNMA1
PRKACA,activates,NFATC4
PRKACA,activates,YWHAH
PRKACB,activates,RAP1A
PRKACB,activates,STMN1
PRKCA,activates,EIF4B
PRKCA,activates,FOS
PRKCA,activates,RAB4A
PRKCA,activates,S1PR1
PRKCA,activates,YWHAB
PRKCA,activates,YWHAH
PRKCB,inhibits,EGFR
PRKCB,inhibits,ERBB2
PRKCB,inhibits,KIT
PRKCB,activates,PPP1R14A
PRKCZ,inhibits,MET
PRKG1,activates,PPP1R17
ROCK1,activates,MYL2
ROCK2,activates,RDX
SRC,inhibits,MET
TYK2,activates,STAT5B
KAT8,activates,TP53
EP300,activates,RB1
EP300,activates,GATA3
MAP3K2,activates,MAP2K7
PLK4,activates,HAND1
PRKCE,activates,VIM
CDK6,inhibits,BCL2
MAPK3,activates,GATA1
CAMK1G,activates,CREB1
EPHA4,activates,PLCG1
MAPK9,activates,SHC1
MAPK10,activates,SHC1
ROCK2,inhibits,NOS3
MAPK11,activates,STAT1
INSR,activates,STAT5A
JAK2,activates,TEC
PRKD1,activates,SYK
ATR,activates,BRCA2
TNK2,activates,BCAR1
EPHA4,activates,CDK5
PRKACA,activates,SLC6A3
MOS,activates,MAP2K1
PAK3,activates,MAP2K1
MAPK10,activates,MCL1
PRKCZ,inhibits,MAPK7
PDGFRB,activates,GAB1
MTOR,activates,LPIN1
PRKCZ,activates,PRKD1
MAP2K7,activates,MAPK14
PRKCI,activates,LLGL2
MAPK13,activates,MAPKAPK5
MAPK12,activates,MAPKAPK5
PRKG1,activates,BAD
RPS6KB1,inhibits,BAD
HCK,activates,GAB2
MAPK8,inhibits,IRS2
VRK1,activates,CREB1
MAPK3,activates,GATA4
SMARCA4,activates,ESR1
CDC20,activates,CDC23
CTNNB1,activates,PIK3R1
BRCA1,inhibits,ESR1
GADD45A,activates,PCNA
RNF14,inhibits,AR
JUN,activates,ATF3
ATF3,activates,JUN
RAB5A,activates,EEA1
GPSM1,inhibits,GNAI1
STXBP1,activates,STX1A
ARL2,inhibits,TBCD
ARF6,activates,PIP5K1C
ERN1,activates,TRAF2
RALA,activates,EXOC2
CREBBP,activates,KLF5
RRAS,activates,ARAF
AHR,activates,ESR1
SMARCA4,activates,NR3C1
HDAC1,activates,CTBP1
IRF3,activates,CREBBP
EP300,activates,CCND1
PDK2,activates,PDK1
CALM1,activates,IQGAP1
NF2,inhibits,HGS
CDC7,activates,MCM3
IRS2,activates,PIK3R1
CD9,activates,IGSF8
KLKB1,activates,KNG1
CFI,inhibits,C3
IL4R,activates,SHC1
IRS1,activates,PIK3R1
HLA-A,activates,CD8A
TIMP2,inhibits,MMP2
F2,activates,FGA
CDC27,activates,CDC16
CDC16,activates,CDC27
HSP90AA1,inhibits,TP53
LIG3,activates,XRCC1
RANBP2,activates,KPNB1
CYTH2,activates,ARF6
JAK2,activates,PTK2
PTPN6,inhibits,LCP2
GSN,activates,ACTA1
EIF5,activates,EIF3G
BCL2L1,inhibits,CYCS
IKZF2,activates,IKZF1
ARNT,activates,AHR
RB1,inhibits,MYC
EIF5,inhibits,EIF2S2
TIMP3,inhibits,MMP2
IGF2,inhibits,IGFBP1
NRIP1,activates,NR3C1
TP53,activates,S100A4
S100A4,activates,TP53
HLA-G,activates,CD8A
RRAS2,activates,RAF1
TAF1,activates,GTF2F1
STAM2,activates,JAK1
JAK1,activates,STAM2
CKS1B,activates,SKP2
MCM3AP,activates,MCM3
MAP3K4,inhibits,CDC42
TGFBR1,activates,CD44
IGFBP3,inhibits,IGF1
MYC,activates,SP1
SP1,activates,MYC
SNCA,activates,MAPK1
WAS,activates,ARPC3
TP53,activates,PTGS2
RAF1,activates,YWHAG
ALK,activates,JAK3
DCN,inhibits,TGFB1
CCND1,inhibits,STAT3
STAT3,activates,CCND1
RAPGEF5,activates,RAP1A
SYT1,activates,STX1A
RANBP2,activates,RAN
FRS2,activates,GRB2
HSF1,inhibits,HSPA4
TSG101,inhibits,VPS28
ARHGDIA,inhibits,RHOA
MAP3K14,activates,IKBKG
RCC1,activates,RAN
CD3E,activates,PIK3R1
PLN,inhibits,ATP2A1
RAC1,activates,MCF2L
EGFR,inhibits,IGF1R
PPP2R2A,inhibits,RPS6KB1
UBE3A,activates,TSC2
SLC4A1,inhibits,CA2
PIAS4,inhibits,AR
AIP,activates,AHR
EIF2AK2,activates,ILF3
SOCS1,inhibits,MPL
FLNA,inhibits,TRAF2
PCNA,activates,POLL
NUP153,activates,KPNB1
JAK1,activates,GRB2
RET,activates,CRK
SH2D1A,activates,FYN
THBS1,activates,PLG
KIT,activates,PIK3R1
MED1,inhibits,TP53
NR3C1,inhibits,CREB1
NUP98,activates,KPNB1
NR3C1,inhibits,NFKB1
RDX,inhibits,ARHGDIA
EGFR,activates,SOS1
RALA,activates,PLD1
DBF4B,activates,CDC7
PRKCD,activates,INSR
CLK1,activates,SRSF1
NR3C1,inhibits,RELA
RELA,inhibits,NR3C1
TERF2,inhibits,TERF2IP
GSN,activates,FN1
SKP2,inhibits,CCNE1
C9,inhibits,CD59
CD59,inhibits,C9
BTRC,inhibits,NFKB2
SYT1,activates,SNAP25
RAN,activates,KPNB1
RIN1,activates,RAB5A
IRS4,activates,GRB2
FGA,activates,PLAT
HRAS,activates,RALGDS
SOCS1,inhibits,IL2RB
RAG1,inhibits,RAG2
RAG2,activates,RAG1
ATF4,inhibits,CREBBP
CD19,activates,VAV1
PML,activates,JUN
NLRP1,activates,CASP9
BCL2,inhibits,CASP8
A2M,inhibits,KLK3
MBP,inhibits,PLP1
POLA2,activates,POLA1
TP53,activates,HMGB1
HMGB1,activates,TP53
RELA,inhibits,MYC
JUN,activates,ETS1
MAPK8IP1,activates,AKT1
BRAF,activates,YWHAB
CTTN,activates,ACTR3
TSG101,inhibits,MDM2
LYN,activates,PIK3CG
HRAS,activates,PIK3R1
PIK3R1,activates,PIK3CB
CTNNB1,activates,TCF7L1
SERPINF2,inhibits,PLG
SERPINA5,inhibits,PROC
IL6ST,inhibits,PTPN11
PTPN11,inhibits,GHR
PROS1,inhibits,F5
AP2B1,activates,ARRB2
SPRY2,inhibits,GRB2
PLN,inhibits,ATP2A2
TRAF5,inhibits,CD40
PKN1,activates,CDR2
SRPK1,activates,SNRNP70
CDKN1A,inhibits,STAT3
SLC9A3R1,activates,EZR
GNA13,activates,ARHGEF12
ARHGDIA,inhibits,RAC1
SOCS3,inhibits,EPOR
NCOR1,inhibits,ESR1
ESR1,activates,JUN
JUN,activates,ESR1
WT1,inhibits,TP53
CDKN1A,inhibits,CCND1
FBLN1,inhibits,FN1
HNF4A,activates,FOXO1
NR3C1,inhibits,TP53
TP53,inhibits,NR3C1
NCF2,inhibits,RAC1
RAC1,activates,NCF2
IGBP1,activates,PPP2CA
CDC25A,activates,CCNA1
CDC42,activates,WASL
PCNA,activates,CDK2
BNIP3L,inhibits,BCL2
C5,activates,C6
RANGAP1,activates,RAN
PSEN1,inhibits,TRAF6
XIAP,inhibits,COMMD1
KALRN,activates,RAC1
CBL,inhibits,FLT1
IRAK2,activates,TRAF6
CTNND1,inhibits,ZBTB33
KAT5,activates,FOXP3
MAD2L2,inhibits,FZR1
RAD9A,inhibits,BCL2
RANBP1,activates,RAN
SMURF1,activates,RHOA
FBXO7,activates,BIRC2
CBLL1,activates,CDH1
CREBBP,activates,TP53
TARDBP,inhibits,HDAC6
DNMT3L,activates,DNMT3A
MTBP,activates,MDM2
BTG2,activates,PRMT1
GMNN,inhibits,CDT1
CDT1,inhibits,GMNN
BRCA1,activates,NPM1
SUV39H1,activates,MECOM
HSP90AA1,inhibits,HIF1A
KAT2B,activates,KLF13
CTBP1,inhibits,TCF7L2
HDAC3,inhibits,MYC
RANBP2,activates,HDAC4
AR,activates,NCOR1
ITCH,activates,HGS
BAG1,inhibits,HSPA8
HDAC1,inhibits,KLF1
HDAC3,inhibits,RUNX2
NCOR1,inhibits,PPARA
ESRRA,inhibits,PPARGC1A
PPARGC1A,activates,ESRRA
KHDRBS1,inhibits,CREBBP
CREBBP,activates,SREBF1
UBE2I,activates,MYB
NCOR2,inhibits,ESR1
TRIM28,activates,E2F1
TXNL4A,activates,PQBP1
EP300,activates,NR4A1
KAT2B,activates,TP53
FANCI,activates,FANCD2
FANCE,activates,FANCD2
UBE3A,inhibits,TP53
TAF1,activates,MDM2
GMPS,activates,USP7
FANCE,activates,FANCC
RPL11,inhibits,MDM2
KAT2A,activates,MYC
SMAD4,activates,NKX2-5
CBL,inhibits,NTRK1
CCS,activates,SOD1
EP300,inhibits,FOXO3
