,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
248707,ERG011_VCAP_6H:BRD-K69023402-001-05-8:10,BRD-K69023402,thapsigargin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,ERG011_VCAP_6H_X2_B7_DUO52HI53LO:J08|ERG011_VCAP_6H_X3_B7_DUO52HI53LO:J08
248708,ERG011_VCAP_6H:BRD-K69023402-001-05-8:2,BRD-K69023402,thapsigargin,trt_cp,VCAP,2.0,µM,1 µM,6,h,6 h,ERG011_VCAP_6H_X2_B7_DUO52HI53LO:J10|ERG011_VCAP_6H_X3_B7_DUO52HI53LO:J10
249528,ERG012_VCAP_24H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,24,h,24 h,ERG012_VCAP_24H_X1.A2_B7_DUO52HI53LO:J16|ERG012_VCAP_24H_X2.A2_B7_DUO52HI53LO:J16|ERG012_VCAP_24H_X3.A2_B7_DUO52HI53LO:J16|ERG012_VCAP_24H_X1_B7_DUO52HI53LO:J16|ERG012_VCAP_24H_X2_B7_DUO52HI53LO:J16
249529,ERG012_VCAP_24H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,24,h,24 h,ERG012_VCAP_24H_X1.A2_B7_DUO52HI53LO:J15|ERG012_VCAP_24H_X2.A2_B7_DUO52HI53LO:J15|ERG012_VCAP_24H_X3.A2_B7_DUO52HI53LO:J15|ERG012_VCAP_24H_X1_B7_DUO52HI53LO:J15|ERG012_VCAP_24H_X2_B7_DUO52HI53LO:J15|ERG012_VCAP_24H_X3_B7_DUO52HI53LO:J15
249530,ERG012_VCAP_24H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,ERG012_VCAP_24H_X1.A2_B7_DUO52HI53LO:I15|ERG012_VCAP_24H_X2.A2_B7_DUO52HI53LO:I15|ERG012_VCAP_24H_X1_B7_DUO52HI53LO:I15|ERG012_VCAP_24H_X2_B7_DUO52HI53LO:I15|ERG012_VCAP_24H_X3_B7_DUO52HI53LO:I15
249531,ERG012_VCAP_24H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,24,h,24 h,ERG012_VCAP_24H_X1.A2_B7_DUO52HI53LO:I16|ERG012_VCAP_24H_X2.A2_B7_DUO52HI53LO:I16|ERG012_VCAP_24H_X3.A2_B7_DUO52HI53LO:I16|ERG012_VCAP_24H_X1_B7_DUO52HI53LO:I16|ERG012_VCAP_24H_X2_B7_DUO52HI53LO:I16|ERG012_VCAP_24H_X3_B7_DUO52HI53LO:I16
249893,ERG012_VCAP_6H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,6,h,6 h,ERG012_VCAP_6H_X2.A2_B11:J16|ERG012_VCAP_6H_X1_B7_DUO52HI53LO:J16|ERG012_VCAP_6H_X3_B7_DUO52HI53LO:J16
249894,ERG012_VCAP_6H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,6,h,6 h,ERG012_VCAP_6H_X2.A2_B11:J15|ERG012_VCAP_6H_X1_B7_DUO52HI53LO:J15|ERG012_VCAP_6H_X3_B7_DUO52HI53LO:J15
249895,ERG012_VCAP_6H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,ERG012_VCAP_6H_X2.A2_B11:I15|ERG012_VCAP_6H_X1_B7_DUO52HI53LO:I15|ERG012_VCAP_6H_X3_B7_DUO52HI53LO:I15
249896,ERG012_VCAP_6H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,6,h,6 h,ERG012_VCAP_6H_X2.A2_B11:I16|ERG012_VCAP_6H_X1_B7_DUO52HI53LO:I16|ERG012_VCAP_6H_X3_B7_DUO52HI53LO:I16
251140,ERG014_VCAP_24H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,24,h,24 h,ERG014_VCAP_24H_X2.L2_B10_DUO52HI53LO:J16|ERG014_VCAP_24H_X1_B10_DUO52HI53LO:J16|ERG014_VCAP_24H_X2_B10_DUO52HI53LO:J16
251141,ERG014_VCAP_24H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,24,h,24 h,ERG014_VCAP_24H_X2.L2_B10_DUO52HI53LO:J15|ERG014_VCAP_24H_X1_B10_DUO52HI53LO:J15|ERG014_VCAP_24H_X2_B10_DUO52HI53LO:J15
251142,ERG014_VCAP_24H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,ERG014_VCAP_24H_X2.L2_B10_DUO52HI53LO:I15|ERG014_VCAP_24H_X1_B10_DUO52HI53LO:I15|ERG014_VCAP_24H_X2_B10_DUO52HI53LO:I15
251143,ERG014_VCAP_24H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,24,h,24 h,ERG014_VCAP_24H_X2.L2_B10_DUO52HI53LO:I16|ERG014_VCAP_24H_X1_B10_DUO52HI53LO:I16|ERG014_VCAP_24H_X2_B10_DUO52HI53LO:I16
251518,ERG014_VCAP_6H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,6,h,6 h,ERG014_VCAP_6H_X1_B10_DUO52HI53LO:J16|ERG014_VCAP_6H_X2_B10_DUO52HI53LO:J16|ERG014_VCAP_6H_X3_B10_DUO52HI53LO:J16
251519,ERG014_VCAP_6H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,6,h,6 h,ERG014_VCAP_6H_X1_B10_DUO52HI53LO:J15|ERG014_VCAP_6H_X2_B10_DUO52HI53LO:J15|ERG014_VCAP_6H_X3_B10_DUO52HI53LO:J15
251520,ERG014_VCAP_6H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,ERG014_VCAP_6H_X1_B10_DUO52HI53LO:I15|ERG014_VCAP_6H_X2_B10_DUO52HI53LO:I15|ERG014_VCAP_6H_X3_B10_DUO52HI53LO:I15
251521,ERG014_VCAP_6H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,6,h,6 h,ERG014_VCAP_6H_X1_B10_DUO52HI53LO:I16|ERG014_VCAP_6H_X2_B10_DUO52HI53LO:I16|ERG014_VCAP_6H_X3_B10_DUO52HI53LO:I16
252646,ERG015_VCAP_24H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,24,h,24 h,ERG015_VCAP_24H_X1_B10_DUO52HI53LO:J16|ERG015_VCAP_24H_X2_B10_DUO52HI53LO:J16|ERG015_VCAP_24H_X3_B10_DUO52HI53LO:J16
252647,ERG015_VCAP_24H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,24,h,24 h,ERG015_VCAP_24H_X1_B10_DUO52HI53LO:J15|ERG015_VCAP_24H_X2_B10_DUO52HI53LO:J15|ERG015_VCAP_24H_X3_B10_DUO52HI53LO:J15
252648,ERG015_VCAP_24H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,ERG015_VCAP_24H_X1_B10_DUO52HI53LO:I15|ERG015_VCAP_24H_X2_B10_DUO52HI53LO:I15|ERG015_VCAP_24H_X3_B10_DUO52HI53LO:I15
252649,ERG015_VCAP_24H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,24,h,24 h,ERG015_VCAP_24H_X1_B10_DUO52HI53LO:I16|ERG015_VCAP_24H_X2_B10_DUO52HI53LO:I16|ERG015_VCAP_24H_X3_B10_DUO52HI53LO:I16
253025,ERG015_VCAP_6H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,6,h,6 h,ERG015_VCAP_6H_X1_B10_DUO52HI53LO:J16|ERG015_VCAP_6H_X2_B10_DUO52HI53LO:J16|ERG015_VCAP_6H_X3_B10_DUO52HI53LO:J16
253026,ERG015_VCAP_6H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,6,h,6 h,ERG015_VCAP_6H_X1_B10_DUO52HI53LO:J15|ERG015_VCAP_6H_X2_B10_DUO52HI53LO:J15|ERG015_VCAP_6H_X3_B10_DUO52HI53LO:J15
253027,ERG015_VCAP_6H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,ERG015_VCAP_6H_X1_B10_DUO52HI53LO:I15|ERG015_VCAP_6H_X2_B10_DUO52HI53LO:I15|ERG015_VCAP_6H_X3_B10_DUO52HI53LO:I15
253028,ERG015_VCAP_6H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,6,h,6 h,ERG015_VCAP_6H_X1_B10_DUO52HI53LO:I16|ERG015_VCAP_6H_X2_B10_DUO52HI53LO:I16|ERG015_VCAP_6H_X3_B10_DUO52HI53LO:I16
459539,PCLB001_HCC515_24H:BRD-K36452089-001-01-8:0.16,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,0.16,µM,100 nM,24,h,24 h,PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:J06|PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:J14|PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:J22|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:J06|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:J14|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:J22|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:J06|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:J14|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:J22
459540,PCLB001_HCC515_24H:BRD-K36452089-001-01-8:0.63,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,0.63,µM,500 nM,24,h,24 h,PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:J05|PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:J13|PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:J21|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:J05|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:J13|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:J21|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:J05|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:J13|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:J21
459541,PCLB001_HCC515_24H:BRD-K36452089-001-01-8:10,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,10.0,µM,10 µM,24,h,24 h,PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:I05|PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:I13|PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:I21|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:I05|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:I21|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:I05|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:I21
459542,PCLB001_HCC515_24H:BRD-K36452089-001-01-8:2.5,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,2.5,µM,3 µM,24,h,24 h,PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:I06|PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:I14|PCLB001_HCC515_24H_X1_F2B6_DUO52HI53LO:I22|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:I06|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:I14|PCLB001_HCC515_24H_X2_F2B6_DUO52HI53LO:I22|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:I06|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:I14|PCLB001_HCC515_24H_X3_F2B6_DUO52HI53LO:I22
459680,PCLB001_HCC515_6H:BRD-K36452089-001-01-8:0.16,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,0.16,µM,100 nM,6,h,6 h,PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:J06|PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:J14|PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:J22|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:J06|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:J14|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:J22|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:J06|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:J14|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:J22
459681,PCLB001_HCC515_6H:BRD-K36452089-001-01-8:0.63,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,0.63,µM,500 nM,6,h,6 h,PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:J05|PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:J13|PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:J21|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:J05|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:J13|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:J21|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:J05|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:J13|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:J21
459682,PCLB001_HCC515_6H:BRD-K36452089-001-01-8:10,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:I05|PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:I21|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:I05|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:I21|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:I05|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:I13|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:I21
459683,PCLB001_HCC515_6H:BRD-K36452089-001-01-8:2.5,BRD-K36452089,tert-butylhydroquinone,trt_cp,HCC515,2.5,µM,3 µM,6,h,6 h,PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:I06|PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:I14|PCLB001_HCC515_6H_X1_F2B6_DUO52HI53LO:I22|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:I06|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:I14|PCLB001_HCC515_6H_X2_F2B6_DUO52HI53LO:I22|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:I06|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:I14|PCLB001_HCC515_6H_X3_F2B6_DUO52HI53LO:I22
459818,PCLB001_HEPG2_24H:BRD-K36452089-001-01-8:0.16,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,0.16,µM,100 nM,24,h,24 h,PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:J06|PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:J14|PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:J22|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:J06|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:J14|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:J22|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:J06|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:J14|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:J22
459819,PCLB001_HEPG2_24H:BRD-K36452089-001-01-8:0.63,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,0.63,µM,500 nM,24,h,24 h,PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:J05|PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:J13|PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:J21|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:J05|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:J13|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:J21|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:J05|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:J13|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:J21
459820,PCLB001_HEPG2_24H:BRD-K36452089-001-01-8:10,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,10.0,µM,10 µM,24,h,24 h,PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:I05|PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:I13|PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:I21|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:I05|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:I13|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:I21|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:I05|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:I21
459821,PCLB001_HEPG2_24H:BRD-K36452089-001-01-8:2.5,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,2.5,µM,3 µM,24,h,24 h,PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:I06|PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:I14|PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:I22|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:I06|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:I14|PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:I22|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:I06|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:I14|PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:I22
459953,PCLB001_HEPG2_6H:BRD-K36452089-001-01-8:0.37,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,0.37,µM,500 nM,6,h,6 h,PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:J06|PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:J14|PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:J22|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:J06|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:J14|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:J22|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:J06|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:J14|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:J22
459954,PCLB001_HEPG2_6H:BRD-K36452089-001-01-8:1.11,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,1.11,µM,1 µM,6,h,6 h,PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:J05|PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:J21|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:J05|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:J13|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:J21|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:J05|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:J13|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:J21
459955,PCLB001_HEPG2_6H:BRD-K36452089-001-01-8:10,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:I05|PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:I13|PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:I21|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:I05|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:I13|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:I21|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:I05|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:I13|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:I21
459956,PCLB001_HEPG2_6H:BRD-K36452089-001-01-8:3.33,BRD-K36452089,tert-butylhydroquinone,trt_cp,HEPG2,3.33,µM,3 µM,6,h,6 h,PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:I06|PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:I14|PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:I22|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:I06|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:I14|PCLB001_HEPG2_6H_X2_F2B6_DUO52HI53LO:I22|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:I06|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:I14|PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:I22
460499,PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:0.16,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,0.16,µM,100 nM,24,h,24 h,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:J06|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:J14|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:J22
460500,PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:0.37,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,0.37,µM,500 nM,24,h,24 h,PCLB001_JURKAT_24H_X2_B12:J06|PCLB001_JURKAT_24H_X2_B12:J14|PCLB001_JURKAT_24H_X2_B12:J22|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:J06|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:J14|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:J22
460501,PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:0.63,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,0.63,µM,500 nM,24,h,24 h,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:J05|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:J13|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:J21
460502,PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:1.11,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,1.11,µM,1 µM,24,h,24 h,PCLB001_JURKAT_24H_X2_B12:J05|PCLB001_JURKAT_24H_X2_B12:J13|PCLB001_JURKAT_24H_X2_B12:J21|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:J05|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:J13|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:J21
460503,PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:10,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,10.0,µM,10 µM,24,h,24 h,PCLB001_JURKAT_24H_X2_B12:I05|PCLB001_JURKAT_24H_X2_B12:I13|PCLB001_JURKAT_24H_X2_B12:I21|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:I05|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:I13|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:I21|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:I05|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:I13|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:I21
460504,PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:2.5,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,2.5,µM,3 µM,24,h,24 h,PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:I06|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:I14|PCLB001_JURKAT_24H_X1_F2B6_DUO52HI53LO:I22
460505,PCLB001_JURKAT_24H:BRD-K36452089-001-01-8:3.33,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,3.33,µM,3 µM,24,h,24 h,PCLB001_JURKAT_24H_X2_B12:I06|PCLB001_JURKAT_24H_X2_B12:I14|PCLB001_JURKAT_24H_X2_B12:I22|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:I06|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:I14|PCLB001_JURKAT_24H_X3_F2B6_DUO52HI53LO:I22
460729,PCLB001_JURKAT_6H:BRD-K36452089-001-01-8:0.16,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,0.16,µM,100 nM,6,h,6 h,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:J06|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:J14|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:J22|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:J06|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:J14|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:J22
460730,PCLB001_JURKAT_6H:BRD-K36452089-001-01-8:0.37,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,0.37,µM,500 nM,6,h,6 h,PCLB001_JURKAT_6H_X1_B12:J06|PCLB001_JURKAT_6H_X1_B12:J14|PCLB001_JURKAT_6H_X1_B12:J22
460731,PCLB001_JURKAT_6H:BRD-K36452089-001-01-8:0.63,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,0.63,µM,500 nM,6,h,6 h,PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:J05|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:J13|PCLB001_JURKAT_6H_X1_F2B6_DUO52HI53LO:J21|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:J05|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:J13|PCLB001_JURKAT_6H_X3_F2B6_DUO52HI53LO:J21
460732,PCLB001_JURKAT_6H:BRD-K36452089-001-01-8:1.11,BRD-K36452089,tert-butylhydroquinone,trt_cp,JURKAT,1.11,µM,1 µM,6,h,6 h,PCLB001_JURKAT_6H_X1_B12:J05|PCLB001_JURKAT_6H_X1_B12:J13|PCLB001_JURKAT_6H_X1_B12:J21
