pr_gene_id,pr_gene_symbol
10260,DENND4A
23109,DDN
93349,SP140L
57604,KIAA1456
5129,CDK18
1004,CDH6
636,BICD1
23504,RIMBP2
55233,MOB1A
7626,ZNF75D
91442,FAAP24
23025,UNC13A
284001,CCDC57
23096,IQSEC2
54014,BRWD1
57795,BRINP2
7754,ZNF204P
728215,FAM155A
201626,PDE12
84612,PARD6B
145389,SLC38A6
2005,ELK4
3172,HNF4A
9725,TMEM63A
8123,PWAR5
375035,SFT2D2
157627,LINC00599
146691,TOM1L2
149111,CNIH3
55816,DOK5
57538,ALPK3
222658,KCTD20
23105,FSTL4
84679,SLC9A7
84444,DOT1L
9271,PIWIL1
91355,LRP5L
114791,TUBGCP5
54901,CDKAL1
7343,UBTF
25854,FAM149A
58509,CACTIN
163131,ZNF780B
7554,ZNF8
127833,SYT2
7592,ZNF41
90634,N4BP2L1
90273,CEACAM21
55937,APOM
6046,BRD2
9508,ADAMTS3
220965,FAM13C
149076,ZNF362
83744,ZNF484
9358,ITGBL1
26050,SLITRK5
773,CACNA1A
374868,ATP9B
23143,LRCH1
4301,MLLT4
23293,SMG6
65012,SLC26A10
26032,SUSD5
164656,TMPRSS6
22848,AAK1
81569,ACTL8
23281,MTUS2
124044,SPATA2L
317781,DDX51
6374,CXCL5
8497,PPFIA4
64595,TTTY15
6651,SON
84720,PIGO
1777,DNASE2
253982,ASPHD1
200316,APOBEC3F
286205,SCAI
9637,FEZ2
25787,DGCR9
57794,SUGP1
54550,NECAB2
100499177,THAP9-AS1
9024,BRSK2
8420,SNHG3
92558,CCDC64
54874,FNBP1L
85459,CEP295
84436,ZNF528
7582,ZNF33B
5189,PEX1
221960,CCZ1B
57556,SEMA6A
55658,RNF126
4071,TM4SF1
11189,CELF3
151050,KANSL1L
25893,TRIM58
140883,ZNF280B
9332,CD163
9758,FRMPD4
2057,EPOR
100272228,LINC00894
160518,DENND5B
399818,METTL10
80028,FBXL18
8334,HIST1H2AC
2885,GRB2
23251,KIAA1024
115353,LRRC42
9940,DLEC1
6391,SDHC
2971,GTF3A
50814,NSDHL
152185,SPICE1
84830,ADTRP
100129460,DPY19L1P1
83714,NRIP2
8512,MBL1P
8848,TSC22D1
23101,MCF2L2
1759,DNM1
5897,RAG2
23026,MYO16
6911,TBX6
23117,NPIPB3
162972,ZNF550
5288,PIK3C2G
55361,PI4K2A
11340,EXOSC8
317648,NOP14-AS1
25763,HYPM
349152,DPY19L2P2
23331,TTC28
55432,YOD1
9722,NOS1AP
26986,PABPC1
9191,DEDD
7372,UMPS
22995,CEP152
10440,TIMM17A
3655,ITGA6
64405,CDH22
5382,PMS2P4
85021,REPS1
1743,DLST
81691,LOC81691
284403,WDR62
619505,SNORA21
52,ACP1
4808,NHLH2
10793,ZNF273
63982,ANO3
96626,LIMS3
22997,IGSF9B
199731,CADM4
2016,EMX1
55567,DNAH3
6543,SLC8A2
3955,LFNG
63923,TNN
10474,TADA3
6559,SLC12A3
80342,TRAF3IP3
90199,WFDC8
8541,PPFIA3
339290,LINC00667
10745,PHTF1
7221,TRPC2
388567,ZNF749
100130958,SYCE1L
57711,ZNF529
641339,ZNF674
256051,ZNF549
148229,ATP8B3
154661,RUNDC3B
338645,LUZP2
223117,SEMA3D
255057,CBARP
22989,MYH15
2944,GSTM1
22979,EFR3B
1768,DNAH6
9910,RABGAP1L
440193,CCDC88C
643376,BTBD18
27043,PELP1
25833,POU2F3
91646,TDRD12
100129482,ZNF37BP
51710,ZNF44
57710,KIAA1614
4703,NEB
79017,GGCT
7139,TNNT2
84059,ADGRV1
10956,OS9
23245,ASTN2
10758,TRAF3IP2
30968,STOML2
23233,EXOC6B
23217,ZFR2
3549,IHH
126299,ZNF428
2712,GK2
116285,ACSM1
56271,BEX4
4015,LOX
222642,TSPO2
387082,SUMO4
148066,ZNRF4
26648,OR7E24
26154,ABCA12
653238,GTF2H2B
8890,EIF2B4
221823,PRPS1L1
200205,IBA57
92017,SNX29
11221,DUSP10
10816,SPINT3
9077,DIRAS3
2116,ETV2
22798,LAMB4
26108,PYGO1
9515,STXBP5L
27352,SGSM3
80012,PHC3
22986,SORCS3
346157,ZNF391
202559,KHDRBS2
23181,DIP2A
57615,ZNF492
10554,AGPAT1
3120,HLA-DQB2
9215,LARGE
23256,SCFD1
643854,CTAGE9
368,ABCC6
11313,LYPLA2
51077,FCF1
100128640,ACVR2B-AS1
26046,LTN1
653188,GUSBP3
285231,FBXW12
221472,FGD2
23085,ERC1
23030,KDM4B
25855,BRMS1
63973,NEUROG2
95681,CEP41
10044,SH2D3C
201163,FLCN
2044,EPHA5
54581,SCAND2P
84164,ASCC2
7021,TFAP2B
6462,SHBG
8733,GPAA1
51668,HSPB11
55661,DDX27
9919,SEC16A
2312,FLG
5621,PRNP
5558,PRIM2
3483,IGFALS
6530,SLC6A2
490,ATP2B1
25786,DGCR11
10198,MPHOSPH9
113878,DTX2
113177,IZUMO4
7249,TSC2
7392,USF2
1104,RCC1
64689,GORASP1
730227,LINC01136
79998,ANKRD53
91752,ZNF804A
8801,SUCLG2
3645,INSRR
8339,HIST1H2BG
282808,RAB40AL
249,ALPL
913,CD1E
26999,CYFIP2
55966,AJAP1
55735,DNAJC11
9108,MTMR7
2747,GLUD2
57644,MYH7B
5364,PLXNB1
283927,NUDT7
90485,ZNF835
353514,LILRA5
146754,DNAH2
2979,GUCA1B
7093,TLL2
283755,HERC2P3
118491,CFAP70
284266,SIGLEC15
91683,SYT12
5322,PLA2G5
29978,UBQLN2
280658,SSX7
126070,ZNF440
5729,PTGDR
347344,ZNF81
23139,MAST2
9410,SNRNP40
642636,RAD21L1
23550,PSD4
971,CD72
3087,HHEX
23321,TRIM2
84908,FAM136A
9205,ZMYM5
4946,OAZ1
6527,SLC5A4
2713,GK3P
4063,LY9
100130331,LOC100130331
170960,ZNF721
3508,IGHMBP2
1797,DXO
80862,ZNRD1-AS1
84733,CBX2
604,BCL6
390999,PRAMEF12
2525,FUT3
158586,ZXDB
1559,CYP2C9
5426,POLE
6407,SEMG2
51614,ERGIC3
129025,ZNF280A
6934,TCF7L2
9720,CCDC144A
284800,FAM182A
1557,CYP2C19
23002,DAAM1
3044,HBBP1
390616,ANKRD34C
3995,FADS3
389715,FAM205BP
22987,SV2C
23428,SLC7A8
8776,MTMR1
93164,HTR7P1
25876,SPEF1
84253,GARNL3
22999,RIMS1
5609,MAP2K7
1388,ATF6B
400084,LINC00939
11078,TRIOBP
23543,RBFOX2
363,AQP6
1370,CPN2
6875,TAF4B
567,B2M
4174,MCM5
5820,PVT1
6917,TCEA1
246721,POLR2J2
9404,LPXN
23170,TTLL12
5275,SERPINB13
3913,LAMB2
4625,MYH7
11070,TMEM115
1587,ADAM3A
10794,ZNF460
10800,CYSLTR1
1211,CLTA
7517,XRCC3
6936,GCFC2
5725,PTBP1
1607,DGKB
9380,GRHPR
57551,TAOK1
6006,RHCE
4485,MST1
2908,NR3C1
113457,TUBA3D
8841,HDAC3
5463,POU6F1
25844,YIPF3
266629,SEC14L3
23368,PPP1R13B
6218,RPS17
7556,ZNF10
56112,PCDHGA3
4589,MUC7
22977,AKR7A3
84695,LOXL3
1241,LTB4R
57626,KLHL1
2994,GYPB
49855,SCAPER
284904,SEC14L4
6315,ATXN8OS
81697,OR2B2
2585,GALK2
3219,HOXB9
80036,TRPM3
10291,SF3A1
130814,PQLC3
91120,ZNF682
202018,TAPT1
26212,OR2B6
92552,ATXN3L
100093698,GS1-600G8.3
159162,RBMY2FP
55633,TBC1D22B
3809,KIR2DS4
253143,PRR14L
2300,FOXL1
127534,GJB4
94026,POM121L2
8325,FZD8
346562,GNAT3
139081,MAGEC3
5279,PIGC
1645,AKR1C1
121006,FAM186A
26082,DKFZP434L187
6347,CCL2
9356,SLC22A6
90586,AOC4P
2193,FARSA
3359,HTR3A
4099,MAG
85865,GTPBP10
9639,ARHGEF10
27324,TOX3
2683,B4GALT1
1810,DR1
1720,LOC1720
4648,MYO7B
51364,ZMYND10
115653,KIR3DL3
645784,ANKRD36BP2
26664,OR7C1
58510,PRODH2
3816,KLK1
6872,TAF1
889,KRIT1
113612,CYP2U1
253512,SLC25A30
139538,VENTXP1
166614,DCLK2
2628,GATM
149628,PYHIN1
54532,USP53
85452,CFAP74
1538,CYLC1
100132476,KRTAP4-7
26716,OR2H1
26707,OR2J2
4352,MPL
2064,ERBB2
8085,KMT2D
6638,SNRPN
10220,GDF11
57198,ATP8B2
401014,TEX41
3605,IL17A
5545,PRB4
2567,GABRG3
199870,FAM76A
1137,CHRNA4
10367,MICU1
6768,ST14
23223,RRP12
3886,KRT35
6792,CDKL5
1813,DRD2
2209,FCGR1A
84823,LMNB2
539,ATP5O
3712,IVD
7692,ZNF133
84268,RPAIN
4861,NPAS1
7767,ZNF224
2918,GRM8
860,RUNX2
22868,FASTKD2
255926,ADAM5
8751,ADAM15
5232,PGK2
2636,GBX1
646282,AZGP1P1
389177,TMEM212
3890,KRT84
55669,MFN1
177,AGER
10144,FAM13A
9455,HOMER2
100129271,C1orf68
6129,RPL7
26043,UBXN7
27292,DIMT1
4585,MUC4
23313,KIAA0930
728661,SLC35E2B
5369,PMCHL1
1491,CTH
57172,CAMK1G
1555,CYP2B6
7416,VDAC1
7314,UBB
50852,TRAT1
8711,TNK1
7258,TSPY1
9709,HERPUD1
639,PRDM1
54516,MTRF1L
10917,BTNL3
1084,CEACAM3
81855,SFXN3
22983,MAST1
7710,ZNF154
343071,PRAMEF10
253190,SERHL2
57446,NDRG3
4650,MYO9B
5928,RBBP4
135948,OR2F2
26184,OR1F2P
390892,OR7A10
3850,KRT3
27185,DISC1
647288,CTAGE11P
442186,OR2J3
4007,PRICKLE3
3128,HLA-DRB6
440560,PRAMEF11
23051,ZHX3
4193,MDM2
4916,NTRK3
8942,KYNU
389898,UBE2NL
84560,MT4
2597,GAPDH
7770,ZNF227
23759,PPIL2
931,MS4A1
7290,HIRA
1300,COL10A1
4158,MC2R
6867,TACC1
100131825,CADM3-AS1
8707,B3GALT2
3133,HLA-E
7142,TNP2
3108,HLA-DMA
9436,NCR2
11191,PTENP1
3416,IDE
3433,IFIT2
9262,STK17B
23460,ABCA6
147339,C18orf25
2901,GRIK5
1406,CRX
81621,KAZALD1
3827,KNG1
284021,MILR1
779,CACNA1S
283683,LOC283683
169522,KCNV2
283298,OLFML1
9635,CLCA2
91775,NXPE3
125893,ZNF816
4499,MT1M
171392,ZNF675
10819,OR7E14P
256227,STEAP1B
140801,RPL10L
796,CALCA
339479,BRINP3
7047,TGM4
10876,EDDM3A
1006,CDH8
142684,RAB40A
8989,TRPA1
90204,ZSWIM1
222663,SCUBE3
389856,USP27X
285672,SREK1IP1
157697,ERICH1
92609,TIMM50
91807,MYLK3
126231,ZNF573
5428,POLG
220134,SKA1
51241,COX16
147912,SIX5
10780,ZNF234
126017,ZNF813
729799,SEC14L1P1
388886,LRRC75B
201501,ZBTB7C
59339,PLEKHA2
23657,SLC7A11
3046,HBE1
9123,SLC16A3
245812,CNPY4
29927,SEC61A1
51386,EIF3L
51142,CHCHD2
51335,NGRN
26135,SERBP1
22818,COPZ1
55737,VPS35
6277,S100A6
166,AES
64114,TMBIM1
9445,ITM2B
9168,TMSB10
11180,WDR6
27102,EIF2AK1
51507,RTFDC1
10135,NAMPT
6130,RPL7A
51322,WAC
55754,TMEM30A
64065,PERP
80218,NAA50
10015,PDCD6IP
51094,ADIPOR1
22820,COPG1
65264,UBE2Z
373156,GSTK1
55748,CNDP2
6231,RPS26
54606,DDX56
51155,HN1
10169,SERF2
2,A2M
56889,TM9SF3
54765,TRIM44
55256,ADI1
11031,RAB31
29959,NRBP1
23585,TMEM50A
718,C3
51637,C14orf166
51371,POMP
51604,PIGT
51280,GOLM1
23788,MTCH2
4697,NDUFA4
51504,TRMT112
51109,RDH11
51495,HACD3
27173,SLC39A1
64397,ZNF106
2873,GPS1
51646,YPEL5
10652,YKT6
10419,PRMT5
2590,GALNT2
58533,SNX6
6747,SSR3
5832,ALDH18A1
27131,SNX5
9230,RAB11B
54458,PRR13
79188,TMEM43
55666,NPLOC4
51506,UFC1
4848,CNOT2
7328,UBE2H
80762,NDFIP1
514,ATP5E
64710,NUCKS1
64083,GOLPH3
3609,ILF3
26073,POLDIP2
29997,GLTSCR2
79109,MAPKAP1
28969,BZW2
51520,LARS
51714,SELT
51441,YTHDF2
10927,SPIN1
57003,CCDC47
11198,SUPT16H
57092,PCNP
10093,ARPC4
51125,GOLGA7
55740,ENAH
51729,WBP11
51465,UBE2J1
51324,SPG21
79811,SLTM
10713,USP39
10492,SYNCRIP
55969,C20orf24
55249,YY1AP1
51652,CHMP3
51466,EVL
10342,TFG
51428,DDX41
51400,PPME1
29079,MED4
58190,CTDSP1
5859,QARS
9967,THRAP3
5464,PPA1
9578,CDC42BPB
26354,GNL3
51012,PRELID3B
55207,ARL8B
64759,TNS3
5434,POLR2E
51566,ARMCX3
55334,SLC39A9
4705,NDUFA10
10113,PREB
8554,PIAS1
55819,RNF130
79869,CPSF7
25825,BACE2
51108,METTL9
51144,HSD17B12
51727,CMPK1
4282,MIF
55011,PIH1D1
51719,CAB39
8802,SUCLG1
56937,PMEPA1
9328,GTF3C5
60313,GPBP1L1
996,CDC27
55831,EMC3
27249,MMADHC
55226,NAT10
55705,IPO9
2060,EPS15
55738,ARFGAP1
79901,CYBRD1
55742,PARVA
64755,C16orf58
51474,LIMA1
79647,AKIRIN1
51133,KCTD3
55037,PTCD3
80011,FAM192A
53826,FXYD6
56851,EMC7
54867,TMEM214
55699,IARS2
1829,DSG2
8924,HERC2
29888,STRN4
23621,BACE1
79892,MCMBP
23588,KLHDC2
29074,MRPL18
55827,DCAF6
9531,BAG3
64118,DUS1L
27183,VPS4A
53373,TPCN1
51187,RSL24D1
51571,FAM49B
83658,DYNLRB1
28977,MRPL42
10905,MAN1A2
553115,PEF1
64771,C6orf106
28974,C19orf53
28972,SPCS1
55291,PPP6R3
79932,KIAA0319L
54472,TOLLIP
10695,CNPY3
51081,MRPS7
51056,LAP3
10273,STUB1
55245,UQCC1
394,ARHGAP5
51564,HDAC7
56888,KCMF1
54812,AFTPH
55739,CARKD
55914,ERBB2IP
60488,MRPS35
55700,MAP7D1
55624,POMGNT1
53339,BTBD1
10055,SAE1
54918,CMTM6
26071,FAM127B
79001,VKORC1
51070,NOSIP
23469,PHF3
23786,BCL2L13
58478,ENOPH1
29105,CFAP20
51399,TRAPPC4
56993,TOMM22
54977,SLC25A38
55505,NOP10
27018,NGFRAP1
54902,TTC19
29115,SAP30BP
116496,FAM129A
7260,TSSC1
738,VPS51
57472,CNOT6
8649,LAMTOR3
54927,CHCHD3
51181,DCXR
51768,TM7SF3
51186,WBP5
51143,DYNC1LI1
51734,MSRB1
55585,UBE2Q1
27075,TSPAN13
54948,MRPL16
10933,MORF4L1
8635,RNASET2
11177,BAZ1A
54529,ASNSD1
57820,CCNB1IP1
51170,HSD17B11
51292,GMPR2
23648,SSBP3
79180,EFHD2
27430,MAT2B
54973,CPSF3L
58472,SQRDL
22822,PHLDA1
51116,MRPS2
9547,CXCL14
2287,FKBP3
7570,ZNF22
51065,RPS27L
55069,TMEM248
9055,PRC1
79144,PPDPF
59286,UBL5
64061,TSPYL2
51164,DCTN4
79902,NUP85
56897,WRNIP1
55718,POLR3E
138050,HGSNAT
8566,PDXK
60685,ZFAND3
51307,FAM53C
51660,MPC1
10455,ECI2
28958,COA3
29088,MRPL15
79567,FAM65A
28964,GIT1
1112,FOXN3
8303,SNN
51024,FIS1
54502,RBM47
51068,NMD3
51203,NUSAP1
55119,PRPF38B
51138,COPS4
64343,AZI2
5763,PTMS
51021,MRPS16
114883,OSBPL9
23412,COMMD3
28998,MRPL13
51569,UFM1
64943,NT5DC2
57130,ATP13A1
55660,PRPF40A
55255,WDR41
51283,BFAR
10328,EMC8
51123,ZNF706
79650,USB1
4201,MEA1
26993,AKAP8L
56674,TMEM9B
10723,SLC12A7
55082,ARGLU1
79894,ZNF672
79077,DCTPP1
29926,GMPPA
23609,MKRN2
29099,COMMD9
55706,NDC1
51647,FAM96B
8086,AAAS
55114,ARHGAP17
51304,ZDHHC3
79893,GGNBP2
11124,FAF1
7342,UBP1
80142,PTGES2
53827,FXYD5
56654,NPDC1
10580,SORBS1
64121,RRAGC
25980,AAR2
55717,WDR11
3267,AGFG1
55608,ANKRD10
55858,TMEM165
55326,AGPAT5
79004,CUEDC2
10564,ARFGEF2
55852,TEX2
55081,IFT57
51071,DERA
117246,FTSJ3
54881,TEX10
51073,MRPL4
55173,MRPS10
80232,WDR26
55148,UBR7
64747,MFSD1
56949,XAB2
55907,CMAS
65993,MRPS34
23670,TMEM2
55723,ASF1B
51759,C9orf78
9978,RBX1
100287932,TIMM23
3163,HMOX2
59343,SENP2
56683,C21orf59
54884,RETSAT
55246,CCDC25
55177,RMDN3
4801,NFYB
79415,C17orf62
54815,GATAD2A
79042,TSEN34
60491,NIF3L1
55696,RBM22
51290,ERGIC2
51312,SLC25A37
60682,SMAP1
8195,MKKS
55745,AP5M1
58477,SRPRB
63893,UBE2O
51185,CRBN
10066,SCAMP2
64423,INF2
57761,TRIB3
55830,GLT8D1
80152,CENPT
55893,ZNF395
26225,ARL5A
79581,SLC52A2
10363,HMG20A
79587,CARS2
79792,GSDMD
55720,TSR1
56882,CDC42SE1
26060,APPL1
65992,DDRGK1
4702,NDUFA8
54982,CLN6
56944,OLFML3
28985,MCTS1
64847,SPATA20
64769,MEAF6
51773,RSF1
51321,AMZ2
56997,ADCK3
55697,VAC14
51015,ISOC1
9525,VPS4B
79139,DERL1
80195,TMEM254
80212,CCDC92
64110,MAGEF1
57132,CHMP1B
60684,TRAPPC11
64787,EPS8L2
9076,CLDN1
29965,CDIP1
56995,TULP4
55156,ARMC1
57111,RAB25
65265,C8orf33
26517,TIMM13
54187,NANS
29796,UQCR10
55788,LMBRD1
51447,IP6K2
51026,GOLT1B
25996,REXO2
79624,ARMT1
28962,OSTM1
55074,OXR1
55760,DHX32
65083,NOL6
4708,NDUFB2
65080,MRPL44
29880,ALG5
79443,FYCO1
2872,MKNK2
51282,SCAND1
50861,STMN3
80148,PQLC1
55197,RPRD1A
79672,FN3KRP
79083,MLPH
4338,MOCS2
746,TMEM258
60673,ATG101
7376,NR1H2
51329,ARL6IP4
59342,SCPEP1
55198,APPL2
55915,LANCL2
60314,C12orf10
405,ARNT
51177,PLEKHO1
9240,PNMA1
51295,ECSIT
4710,NDUFB4
10101,NUBP2
80351,TNKS2
57645,POGK
27236,ARFIP1
55577,NAGK
712,C1QA
51118,UTP11L
23683,PRKD3
81539,SLC38A1
23560,GTPBP4
9950,GOLGA5
51111,KMT5B
80230,RUFY1
55035,NOL8
25987,TSKU
79594,MUL1
51320,MEX3C
63901,FAM111A
64429,ZDHHC6
29883,CNOT7
58526,MID1IP1
26586,CKAP2
1939,EIF2D
51128,SAR1B
64319,FBRS
53371,NUP54
56886,UGGT1
51082,POLR1D
57496,MKL2
79016,DDA1
10053,AP1M2
64777,RMND5B
58486,ZBED5
56647,BCCIP
79048,SECISBP2
23413,NCS1
51550,CINP
64786,TBC1D15
29102,DROSHA
79590,MRPL24
55486,PARL
55020,TTC38
54704,PDP1
55139,ANKZF1
1468,SLC25A10
60485,SAV1
79665,DHX40
8337,HIST2H2AA3
51642,MRPL48
55741,EDEM2
51188,SS18L2
56898,BDH2
9616,RNF7
26523,AGO1
60492,CCDC90B
79876,UBA5
55111,PLEKHJ1
28956,LAMTOR2
51422,PRKAG2
80013,FAM188A
80017,C14orf159
57140,RNPEPL1
51315,KRCC1
114885,OSBPL11
8925,HERC1
55316,RSAD1
10460,TACC3
55450,CAMK2N1
8491,MAP4K3
65982,ZSCAN18
51809,GALNT7
55216,C11orf57
51654,CDK5RAP1
26520,TIMM9
51701,NLK
57162,PELI1
54539,NDUFB11
51657,STYXL1
51703,ACSL5
65244,SPATS2
11083,DIDO1
55366,LGR4
9342,SNAP29
51117,COQ4
89797,NAV2
54906,FAM208B
55859,BEX1
51009,DERL2
80145,THOC7
5202,PFDN2
64760,FAM160B2
1911,PHC1
29093,MRPL22
55236,UBA6
79717,PPCS
79956,ERMP1
9330,GTF3C3
55758,RCOR3
55365,TMEM176A
27244,SESN1
55253,TYW1
29066,ZC3H7A
55055,ZWILCH
51053,GMNN
54951,COMMD8
55213,RCBTB1
8490,RGS5
51693,TRAPPC2L
24137,KIF4A
26521,TIMM8B
79174,CRELD2
80023,NRSN2
55204,GOLPH3L
22894,DIS3
55218,EXD2
55157,DARS2
64745,METTL17
27005,USP21
51330,TNFRSF12A
51013,EXOSC1
64766,S100PBP
55269,PSPC1
55090,MED9
64400,AKTIP
57102,C12orf4
53343,NUDT9
64780,MICAL1
10069,RWDD2B
79706,PRKRIP1
10179,RBM7
11338,U2AF2
54930,HAUS4
23589,CARHSP1
10600,USP16
25796,PGLS
51107,APH1A
63877,FAM204A
11267,SNF8
94081,SFXN1
55234,SMU1
79641,ROGDI
64431,ACTR6
54832,VPS13C
55120,FANCL
10884,MRPS30
55038,CDCA4
4940,OAS3
23528,ZNF281
89781,HPS4
51499,TRIAP1
29887,SNX10
29777,ABT1
29937,NENF
26519,TIMM10
64215,DNAJC1
283871,PGP
51562,MBIP
9569,GTF2IRD1
51193,ZNF639
54820,NDE1
26276,VPS33B
55652,SLC48A1
25959,KANK2
79089,TMUB2
80209,PROSER1
64781,CERK
64062,RBM26
51542,VPS54
55240,STEAP3
54476,RNF216
10807,SDCCAG3
51455,REV1
55337,C19orf66
64864,RFX7
63894,VIPAS39
26273,FBXO3
65985,AACS
29103,DNAJC15
64374,SIL1
54585,LZTFL1
80306,MED28
51397,COMMD10
56922,MCCC1
26015,RPAP1
7268,TTC4
26528,DAZAP1
79087,ALG12
55506,H2AFY2
51030,TVP23B
56942,CMC2
54994,GID8
55325,UFSP2
50865,HEBP1
64866,CDCP1
50485,SMARCAL1
729515,TMEM242
79887,PLBD1
9054,NFS1
65981,CAPRIN2
1788,DNMT3A
64395,GMCL1
64222,TOR3A
54919,DNAAF5
51184,GPN3
80135,RPF1
80198,MUS81
55731,FAM222B
55161,TMEM33
79735,TBC1D17
56984,PSMG2
26585,GREM1
51067,YARS2
582,BBS1
53918,PELO
79709,COLGALT1
54442,KCTD5
27037,TRMT2A
10585,POMT1
28978,TMEM14A
55596,ZCCHC8
64328,XPO4
60509,AGBL5
56915,EXOSC5
56943,ENY2
56912,IFT46
56901,NDUFA4L2
55343,SLC35C1
8462,KLF11
210,ALAD
8891,EIF2B3
55900,ZNF302
29087,THYN1
80764,THAP7
79622,SNRNP25
56731,SLC2A4RG
8409,UXT
246243,RNASEH1
30001,ERO1A
51765,STK26
51337,THEM6
50650,ARHGEF3
7227,TRPS1
54914,FOCAD
79726,WDR59
84656,GLYR1
29923,HILPDA
55802,DCP1A
54463,FAM134B
55163,PNPO
55759,WDR12
55319,TMA16
55181,SMG8
94104,PAXBP1
54928,IMPAD1
79960,JADE1
51306,FAM13B
55032,SLC35A5
29110,TBK1
55284,UBE2W
55201,MAP1S
64077,LHPP
1877,E4F1
54840,APTX
152006,RNF38
51293,CD320
29109,FHOD1
80194,TMEM134
54963,UCKL1
55109,AGGF1
55781,RIOK2
57380,MRS2
55030,FBXO34
56892,C8orf4
55165,CEP55
64761,PARP12
10171,RCL1
55297,CCDC91
79762,C1orf115
79947,DHDDS
51368,TEX264
51115,RMDN1
55222,LRRC20
60672,MIIP
55268,ECHDC2
79047,KCTD15
55870,ASH1L
29882,ANAPC2
29095,ORMDL2
56954,NIT2
54148,MRPL39
9935,MAFB
65094,JMJD4
57128,LYRM4
55219,TMEM57
4696,NDUFA3
55159,RFWD3
51490,C9orf114
26973,CHORDC1
10072,DPP3
55709,KBTBD4
29082,CHMP4A
28986,MAGEH1
29995,LMCD1
64682,ANAPC1
11266,DUSP12
55631,LRRC40
79577,CDC73
60625,DHX35
54998,AURKAIP1
63874,ABHD4
54708,MARCH5
54165,DCUN1D1
79600,TCTN1
51514,DTL
55257,MRGBP
56983,POGLUT1
10827,FAM114A2
10161,LPAR6
56652,C10orf2
79954,NOL10
27440,CECR5
55131,RBM28
55127,HEATR1
54662,TBC1D13
55847,CISD1
60561,RINT1
9985,REC8
80774,LIMD2
55665,URGCP
54801,HAUS6
51696,HECA
23592,LEMD3
64216,TFB2M
55625,ZDHHC7
55153,SDAD1
23400,ATP13A2
318,NUDT2
55313,CPPED1
51278,IER5
10078,TSSC4
23362,PSD3
55196,KIAA1551
55254,TMEM39A
57117,INTS12
54802,TRIT1
64778,FNDC3B
6839,SUV39H1
51409,HEMK1
79023,NUP37
51617,HMP19
65996,CENPBD1P1
51299,NRN1
56478,EIF4ENIF1
55332,DRAM1
51019,CCDC53
6608,SMO
54903,MKS1
60370,AVPI1
79654,HECTD3
55347,ABHD10
23612,PHLDA3
11253,MAN1B1
55364,IMPACT
10417,SPON2
79364,ZXDC
79666,PLEKHF2
79145,CHCHD7
9419,CRIPT
26499,PLEK2
11179,ZNF277
54969,C4orf27
79693,YRDC
64784,CRTC3
9147,NEMF
54487,DGCR8
55323,LARP6
54872,PIGG
10166,SLC25A15
51650,MRPS33
54883,CWC25
10186,LHFP
51195,RAPGEFL1
93973,ACTR8
55252,ASXL2
8291,DYSF
64151,NCAPG
51102,MECR
8322,FZD4
55014,STX17
64219,PJA1
57826,RAP2C
80324,PUS1
93974,ATPIF1
79005,SCNM1
10533,ATG7
80006,TRAPPC13
51310,SLC22A17
58488,PCTP
57402,S100A14
10763,NES
51160,VPS28
23753,SDF2L1
22950,SLC4A1AP
58155,PTBP2
55144,LRRC8D
23583,SMUG1
64285,RHBDF1
56667,MUC13
26007,TKFC
55638,SYBU
23555,TSPAN15
51309,ARMCX1
54512,EXOSC4
9451,EIF2AK3
51517,NCKIPSD
51074,APIP
8934,RAB29
51110,LACTB2
54938,SARS2
26984,SEC22A
54894,RNF43
28966,SNX24
65983,GRAMD3
29107,NXT1
51098,IFT52
55622,TTC27
8436,SDPR
54955,C1orf109
79664,ICE2
78994,PRR14
55813,UTP6
25821,MTO1
55214,P3H2
56034,PDGFC
26470,SEZ6L2
54953,C1orf27
79714,CCDC51
28984,RGCC
60436,TGIF2
79751,SLC25A22
55355,HJURP
29097,CNIH4
56925,LXN
4969,OGN
64856,VWA1
51651,PTRH2
55167,MSL2
27300,ZNF544
54873,PALMD
55206,SBNO1
51444,RNF138
51099,ABHD5
80279,CDK5RAP3
79019,CENPM
64428,NARFL
79643,CHMP6
29763,PACSIN3
54929,TMEM161A
55080,TAPBPL
10640,EXOC5
80024,SLC8B1
79101,TAF1D
55294,FBXW7
55954,ZMAT5
55113,XKR8
79707,NOL9
10112,KIF20A
79154,DHRS11
65109,UPF3B
8568,RRP1
51004,COQ6
54778,RNF111
64763,ZNF574
53407,STX18
10352,WARS2
57109,REXO4
57122,NUP107
57763,ANKRA2
55116,TMEM39B
55229,PANK4
55151,TMEM38B
22921,MSRB2
28960,DCPS
80014,WWC2
80021,TMEM62
80346,REEP4
29911,HOOK2
79677,SMC6
29028,ATAD2
55776,SAYSD1
64792,IFT22
51559,NT5DC3
55280,CWF19L1
64754,SMYD3
54494,C11orf71
55217,TMLHE
79768,KATNBL1
54836,BSPRY
6322,SCML1
54957,TXNL4B
51205,ACP6
55612,FERMT1
51547,SIRT7
65095,KRI1
54707,GPN2
79644,SRD5A3
55757,UGGT2
55013,CCDC109B
55743,CHFR
55107,ANO1
55340,GIMAP5
10451,VAV3
80025,PANK2
80149,ZC3H12A
80228,ORAI2
56904,SH3GLB2
55248,TMEM206
55092,TMEM51
55227,LRRC1
2275,FHL3
26512,INTS6
56967,C14orf132
54793,KCTD9
55228,PNMAL1
51162,EGFL7
