Gene ID	Gene Name	HepG2
ENSG00000167088	SNRPD1	1132223
ENSG00000167106	FAM102A	38
ENSG00000167107	ACSF2	154511
ENSG00000167110	GOLGA2	14696
ENSG00000167112	TRUB2	1258
ENSG00000167114	SLC27A4	5591
ENSG00000167118	URM1	14052
ENSG00000167130	DOLPP1	1382
ENSG00000167136	ENDOG	8851
ENSG00000167193	CRK	97698
ENSG00000167196	FBXO22	83088
ENSG00000167202	TBC1D2B	178
ENSG00000167216	KATNAL2	326671
ENSG00000167220	HDHD2	16046
ENSG00000167257	RNF214	5888
ENSG00000167258	CDK12	9744
ENSG00000167264	DUS2	436
ENSG00000167272	POP5	1710
ENSG00000167280	ENGASE	773
ENSG00000167283	ATP5MG	679603
ENSG00000167291	TBC1D16	66
ENSG00000167306	MYO5B	344
ENSG00000167315	ACAA2	264492
ENSG00000167323	STIM1	26161
ENSG00000167325	RRM1	5857
ENSG00000167363	FN3K	62499
ENSG00000167378	IRGQ	26962
ENSG00000167397	VKORC1	177452
ENSG00000167447	SMG8	4362
ENSG00000167460	TPM4	153848
ENSG00000167461	RAB8A	61343
ENSG00000167468	GPX4	24216
ENSG00000167487	KLHL26	17
ENSG00000167491	GATAD2A	4934
ENSG00000167508	MVD	97596
ENSG00000167515	TRAPPC2L	5441
ENSG00000167522	ANKRD11	87
ENSG00000167526	RPL13	2196415
ENSG00000167536	DHRS13	1669
ENSG00000167548	KMT2D	77
ENSG00000167552	TUBA1A	197916
ENSG00000167553	TUBA1C	90471
ENSG00000167578	RAB4B	184
ENSG00000167588	GPD1	24285
ENSG00000167600	CYP2S1	16
ENSG00000167601	AXL	1150
ENSG00000167632	TRAPPC9	438
ENSG00000167645	YIF1B	20443
ENSG00000167657	DAPK3	5884
ENSG00000167658	EEF2	2302820
ENSG00000167670	CHAF1A	116
ENSG00000167671	UBXN6	2915
ENSG00000167674	HDGFL2	24859
ENSG00000167676	PLIN4	2
ENSG00000167693	NXN	17566
ENSG00000167699	GLOD4	324280
ENSG00000167720	SRR	289
ENSG00000167721	TSR1	43500
ENSG00000167740	CYB5D2	108
ENSG00000167770	OTUB1	467086
ENSG00000167771	RCOR2	44
ENSG00000167775	CD320	7420
ENSG00000167792	NDUFV1	181796
ENSG00000167799	NUDT8	7692
ENSG00000167815	PRDX2	1988539
ENSG00000167842	MIS12	2662
ENSG00000167861	HID1	1046
ENSG00000167862	MRPL58	36870
ENSG00000167863	ATP5PD	535552
ENSG00000167880	EVPL	106
ENSG00000167881	SRP68	120418
ENSG00000167900	TK1	20467
ENSG00000167904	TMEM68	3750
ENSG00000167925	GHDC	1386
ENSG00000167930	FAM234A	69
ENSG00000167965	MLST8	9746
ENSG00000167969	ECI1	560317
ENSG00000167977	KCTD5	1752
ENSG00000167978	SRRM2	13391
ENSG00000167985	SDHAF2	7547
ENSG00000167986	DDB1	379358
ENSG00000167987	VPS37C	17459
ENSG00000167996	FTH1	399986
ENSG00000168002	POLR2G	24154
ENSG00000168003	SLC3A2	680710
ENSG00000168028	RPSA	1934156
ENSG00000168036	CTNNB1	270589
ENSG00000168040	FADD	22426
ENSG00000168066	SF1	88927
ENSG00000168078	PBK	3677
ENSG00000168090	COPS6	150639
ENSG00000168092	PAFAH1B2	388320
ENSG00000168101	NUDT16L1	21293
ENSG00000168118	RAB4A	21102
ENSG00000168172	HOOK3	3512
ENSG00000168175	MAPK1IP1L	33599
ENSG00000168214	RBPJ	5551
ENSG00000168216	LMBRD1	9980
ENSG00000168234	TTC39C	420
ENSG00000168259	DNAJC7	32201
ENSG00000168264	IRF2BP2	32329
ENSG00000168268	NT5DC2	11819
ENSG00000168273	SMIM4	40380
ENSG00000168275	COA6	53970
ENSG00000168282	MGAT2	22252
ENSG00000168286	THAP11	1216
ENSG00000168291	PDHB	314028
ENSG00000168297	PXK	1920
ENSG00000168298	HIST1H1E	211281
ENSG00000168306	ACOX2	2542
ENSG00000168310	IRF2	1184
ENSG00000168374	ARF4	949500
ENSG00000168385	Sep-02	296888
ENSG00000168386	FILIP1L	109
ENSG00000168393	DTYMK	179251
ENSG00000168397	ATG4B	20101
ENSG00000168404	MLKL	60750
ENSG00000168434	COG7	20887
ENSG00000168438	CDC40	14664
ENSG00000168439	STIP1	1055270
ENSG00000168461	RAB31	10169
ENSG00000168476	REEP4	998
ENSG00000168487	BMP1	322
ENSG00000168488	ATXN2L	78990
ENSG00000168495	POLR3D	12497
ENSG00000168496	FEN1	112338
ENSG00000168497	CAVIN2	616
ENSG00000168502	MTCL1	363
ENSG00000168517	HEXIM2	1555
ENSG00000168522	FNTA	55276
ENSG00000168538	TRAPPC11	251
ENSG00000168564	CDKN2AIP	12965
ENSG00000168569	TMEM223	4129
ENSG00000168591	TMUB2	7215
ENSG00000168610	STAT3	83160
ENSG00000168615	ADAM9	2983
ENSG00000168653	NDUFS5	179863
ENSG00000168658	VWA3B	41796
ENSG00000168672	FAM84B	436
ENSG00000168710	AHCYL1	25039
ENSG00000168724	DNAJC21	185
ENSG00000168763	CNNM3	4256
ENSG00000168765	GSTM4	1908
ENSG00000168781	PPIP5K1	52
ENSG00000168803	ADAL	914
ENSG00000168806	LCMT2	11437
ENSG00000168807	SNTB2	18242
ENSG00000168818	STX18	4031
ENSG00000168827	GFM1	64394
ENSG00000168872	DDX19A	99250
ENSG00000168876	ANKRD49	245
ENSG00000168883	USP39	59886
ENSG00000168894	RNF181	2333
ENSG00000168906	MAT2A	173052
ENSG00000168924	LETM1	138977
ENSG00000168938	PPIC	4350
ENSG00000168952	STXBP6	1633
ENSG00000168958	MFF	13966
ENSG00000168993	CPLX1	222
ENSG00000169018	FEM1B	54
ENSG00000169019	COMMD8	22698
ENSG00000169020	ATP5ME	720843
ENSG00000169021	UQCRFS1	197938
ENSG00000169032	MAP2K1	57239
ENSG00000169045	HNRNPH1	843818
ENSG00000169047	IRS1	108
ENSG00000169057	MECP2	2421
ENSG00000169067	ACTBL2	1011
ENSG00000169071	ROR2	15
ENSG00000169083	AR	16
ENSG00000169093	ASMTL	4178
ENSG00000169100	SLC25A6	380421
ENSG00000169105	CHST14	3649
ENSG00000169118	CSNK1G1	164
ENSG00000169139	UBE2V2	29073
ENSG00000169174	PCSK9	139
ENSG00000169180	XPO6	604
ENSG00000169189	NSMCE1	2502
ENSG00000169213	RAB3B	1073
ENSG00000169217	CD2BP2	26496
ENSG00000169221	TBC1D10B	2484
ENSG00000169223	LMAN2	294157
ENSG00000169228	RAB24	1118
ENSG00000169249	ZRSR2	63
ENSG00000169251	NMD3	41360
ENSG00000169258	GPRIN1	14
ENSG00000169288	MRPL1	54372
ENSG00000169299	PGM2	117214
ENSG00000169359	SLC33A1	21062
ENSG00000169371	SNUPN	1082
ENSG00000169375	SIN3A	6648
ENSG00000169379	ARL13B	60
ENSG00000169398	PTK2	4842
ENSG00000169410	PTPN9	1313
ENSG00000169439	SDC2	10824
ENSG00000169446	MMGT1	10310
ENSG00000169490	TM2D2	1631
ENSG00000169504	CLIC4	219535
ENSG00000169519	METTL15	1975
ENSG00000169562	GJB1	1262
ENSG00000169564	PCBP1	1197675
ENSG00000169567	HINT1	1348267
ENSG00000169583	CLIC3	1878
ENSG00000169598	DFFB	1618
ENSG00000169599	NFU1	118770
ENSG00000169604	ANTXR1	73
ENSG00000169609	C15orf40	4305
ENSG00000169612	RAMAC	9086
ENSG00000169641	LUZP1	1961
ENSG00000169679	BUB1	1
ENSG00000169682	SPNS1	1112
ENSG00000169696	ASPSCR1	31878
ENSG00000169710	FASN	1468147
ENSG00000169714	CNBP	63442
ENSG00000169718	DUS1L	282
ENSG00000169727	GPS1	78224
ENSG00000169733	RFNG	2185
ENSG00000169738	DCXR	575482
ENSG00000169744	LDB2	312
ENSG00000169756	LIMS1	65485
ENSG00000169762	TAPT1	2873
ENSG00000169764	UGP2	319461
ENSG00000169813	HNRNPF	217683
ENSG00000169826	CSGALNACT2	88
ENSG00000169855	ROBO1	399
ENSG00000169857	AVEN	28
ENSG00000169871	TRIM56	6109
ENSG00000169895	SYAP1	31048
ENSG00000169902	TPST1	967
ENSG00000169905	TOR1AIP2	9923
ENSG00000169908	TM4SF1	107089
ENSG00000169919	GUSB	3347
ENSG00000169925	BRD3	1224
ENSG00000169957	ZNF768	1053
ENSG00000169967	MAP3K2	402
ENSG00000169976	SF3B5	125760
ENSG00000170004	CHD3	1203
ENSG00000170017	ALCAM	42151
ENSG00000170027	YWHAG	358832
ENSG00000170035	UBE2E3	7273
ENSG00000170043	TRAPPC1	16616
ENSG00000170088	TMEM192	17170
ENSG00000170142	UBE2E1	3272
ENSG00000170144	HNRNPA3	1109620
ENSG00000170145	SIK2	204
ENSG00000170191	NANP	5757
ENSG00000170234	PWWP2A	187
ENSG00000170242	USP47	3014
ENSG00000170248	PDCD6IP	202271
ENSG00000170266	GLB1	259400
ENSG00000170275	CRTAP	49119
ENSG00000170291	ELP5	2946
ENSG00000170293	CMTM8	35544
ENSG00000170296	GABARAP	11967
ENSG00000170310	STX8	5939
ENSG00000170312	CDK1	18616
ENSG00000170322	NFRKB	300
ENSG00000170325	PRDM10	69781
ENSG00000170340	B3GNT2	394
ENSG00000170348	TMED10	593988
ENSG00000170365	SMAD1	132
ENSG00000170379	TCAF2	38
ENSG00000170385	SLC30A1	28333
ENSG00000170390	DCLK2	105
ENSG00000170430	MGMT	5815
ENSG00000170439	METTL7B	1196
ENSG00000170445	HARS	119167
ENSG00000170448	NFXL1	901
ENSG00000170468	RIOX1	3790
ENSG00000170471	RALGAPB	1454
ENSG00000170473	PYM1	43351
ENSG00000170476	MZB1	208
ENSG00000170500	LONRF2	183
ENSG00000170502	NUDT9	23050
ENSG00000170515	PA2G4	919881
ENSG00000170525	PFKFB3	140
ENSG00000170537	TMC7	178
ENSG00000170542	SERPINB9	29807
ENSG00000170558	CDH2	20131
ENSG00000170581	STAT2	1209
ENSG00000170584	NUDCD2	42939
ENSG00000170604	IRF2BP1	12081
ENSG00000170606	HSPA4	715474
ENSG00000170619	COMMD5	3957
ENSG00000170632	ARMC10	5626
ENSG00000170634	ACYP2	13511
ENSG00000170638	TRABD	551
ENSG00000170653	ATF7	5
ENSG00000170759	KIF5B	106515
ENSG00000170776	AKAP13	397
ENSG00000170832	USP32	515
ENSG00000170852	KBTBD2	21
ENSG00000170854	RIOX2	16049
ENSG00000170855	TRIAP1	24933
ENSG00000170860	LSM3	568442
ENSG00000170876	TMEM43	141051
ENSG00000170881	RNF139	368
ENSG00000170899	GSTA4	577
ENSG00000170921	TANC2	944
ENSG00000170950	PGK2	959
ENSG00000171017	LRRC8E	637
ENSG00000171055	FEZ2	1174
ENSG00000171097	KYAT1	149
ENSG00000171100	MTM1	8068
ENSG00000171103	TRMT61B	2129
ENSG00000171105	INSR	1461
ENSG00000171109	MFN1	3306
ENSG00000171135	JAGN1	131354
ENSG00000171148	TADA3	1427
ENSG00000171155	C1GALT1C1	3085
ENSG00000171174	RBKS	4972
ENSG00000171202	TMEM126A	47652
ENSG00000171204	TMEM126B	853
ENSG00000171234	UGT2B7	48185
ENSG00000171241	SHCBP1	2055
ENSG00000171262	FAM98B	98904
ENSG00000171298	GAA	103211
ENSG00000171302	CANT1	4343
ENSG00000171311	EXOSC1	21190
ENSG00000171314	PGAM1	1365284
ENSG00000171316	CHD7	71
ENSG00000171320	ESCO2	31
ENSG00000171428	NAT1	1012
ENSG00000171453	POLR1C	90505
ENSG00000171467	ZNF318	186
ENSG00000171475	WIPF2	117
ENSG00000171488	LRRC8C	307
ENSG00000171490	RSL1D1	574794
ENSG00000171492	LRRC8D	5850
ENSG00000171497	PPID	126265
ENSG00000171503	ETFDH	12414
ENSG00000171530	TBCA	636084
ENSG00000171552	BCL2L1	36795
ENSG00000171557	FGG	503391
ENSG00000171560	FGA	99496
ENSG00000171564	FGB	27483
ENSG00000171566	PLRG1	37786
ENSG00000171612	SLC25A33	760
ENSG00000171634	BPTF	1534
ENSG00000171681	ATF7IP	515
ENSG00000171720	HDAC3	705
ENSG00000171723	GPHN	10210
ENSG00000171729	TMEM51	1970
ENSG00000171759	PAH	65599
ENSG00000171763	SPATA5L1	610
ENSG00000171793	CTPS1	111982
ENSG00000171824	EXOSC10	16224
ENSG00000171843	MLLT3	357
ENSG00000171848	RRM2	26492
ENSG00000171853	TRAPPC12	1606
ENSG00000171858	RPS21	929817
ENSG00000171861	MRM3	5965
ENSG00000171863	RPS7	1132341
ENSG00000171867	PRNP	24484
ENSG00000171903	CYP4F11	1813
ENSG00000171914	TLN2	1849
ENSG00000171940	ZNF217	695
ENSG00000171943	SRGAP2C	29559
ENSG00000171953	ATPAF2	25552
ENSG00000171960	PPIH	65302
ENSG00000171988	JMJD1C	149
ENSG00000171992	SYNPO	1093
ENSG00000172007	RAB33B	4551
ENSG00000172009	THOP1	62022
ENSG00000172037	LAMB2	1766
ENSG00000172046	USP19	906
ENSG00000172053	QARS	300630
ENSG00000172071	EIF2AK3	140
ENSG00000172113	NME6	1459
ENSG00000172115	CYCS	1356324
ENSG00000172159	FRMD3	82
ENSG00000172164	SNTB1	106986
ENSG00000172167	MTBP	27
ENSG00000172171	TEFM	1331
ENSG00000172172	MRPL13	47566
ENSG00000172175	MALT1	2555
ENSG00000172183	ISG20	1504
ENSG00000172216	CEBPB	45
ENSG00000172239	PAIP1	56660
ENSG00000172262	ZNF131	199
ENSG00000172269	DPAGT1	60197
ENSG00000172270	BSG	221419
ENSG00000172292	CERS6	1504
ENSG00000172296	SPTLC3	26150
ENSG00000172315	TP53RK	31292
ENSG00000172331	BPGM	2167
ENSG00000172336	POP7	7126
ENSG00000172340	SUCLG2	96637
ENSG00000172354	GNB2	55315
ENSG00000172380	GNG12	2786
ENSG00000172409	CLP1	6317
ENSG00000172432	GTPBP2	105
ENSG00000172465	TCEAL1	2291
ENSG00000172469	MANEA	866
ENSG00000172482	AGXT	10976
ENSG00000172500	FIBP	2643
ENSG00000172531	PPP1CA	591695
ENSG00000172534	HCFC1	30963
ENSG00000172586	CHCHD1	51161
ENSG00000172594	SMPDL3A	2641
ENSG00000172613	RAD9A	481
ENSG00000172661	WASHC2C	1835
ENSG00000172716	SLFN11	130
ENSG00000172725	CORO1B	153952
ENSG00000172731	LRRC20	4255
ENSG00000172757	CFL1	3414846
ENSG00000172765	TMCC1	47
ENSG00000172766	NAA16	1113
ENSG00000172775	FAM192A	6247
ENSG00000172780	RAB43	5389
ENSG00000172795	DCP2	2572
ENSG00000172809	RPL38	1734946
ENSG00000172828	CES3	184
ENSG00000172830	SSH3	1187
ENSG00000172831	CES2	111518
ENSG00000172869	DMXL1	501
ENSG00000172878	METAP1D	2181
ENSG00000172890	NADSYN1	7185
ENSG00000172893	DHCR7	299959
ENSG00000172915	NBEA	251
ENSG00000172922	RNASEH2C	2449
ENSG00000172936	MYD88	7335
ENSG00000172939	OXSR1	37397
ENSG00000172943	PHF8	3074
ENSG00000172954	LCLAT1	20343
ENSG00000172955	ADH6	185250
ENSG00000172977	KAT5	168
ENSG00000172992	DCAKD	9968
ENSG00000173011	TADA2B	369
ENSG00000173020	GRK2	1622
ENSG00000173039	RELA	29413
ENSG00000173110	HSPA6	358963
ENSG00000173113	TRMT112	129096
ENSG00000173120	KDM2A	3960
ENSG00000173137	ADCK5	25
ENSG00000173141	MRPL57	86368
ENSG00000173145	NOC3L	44638
ENSG00000173153	ESRRA	1040
ENSG00000173166	RAPH1	175
ENSG00000173171	MTX1	39921
ENSG00000173193	PARP14	357
ENSG00000173207	CKS1B	64
ENSG00000173210	ABLIM3	302
ENSG00000173218	VANGL1	589
ENSG00000173221	GLRX	375686
ENSG00000173230	GOLGB1	10018
ENSG00000173273	TNKS	22
ENSG00000173276	ZBTB21	75
ENSG00000173349	SFT2D3	15768
ENSG00000173402	DAG1	3162
ENSG00000173418	NAA20	45813
ENSG00000173442	EHBP1L1	1881
ENSG00000173465	SSSCA1	9310
ENSG00000173473	SMARCC1	29694
ENSG00000173482	PTPRM	13
ENSG00000173486	FKBP2	281866
ENSG00000173540	GMPPB	31398
ENSG00000173545	ZNF622	55084
ENSG00000173548	SNX33	2678
ENSG00000173575	CHD2	464
ENSG00000173581	CCDC106	89
ENSG00000173598	NUDT4	257395
ENSG00000173599	PC	195310
ENSG00000173611	SCAI	200
ENSG00000173614	NMNAT1	2571
ENSG00000173638	SLC19A1	471
ENSG00000173653	RCE1	10920
ENSG00000173660	UQCRH	13197
ENSG00000173674	EIF1AX	343419
ENSG00000173681	BCLAF3	39
ENSG00000173692	PSMD1	174355
ENSG00000173726	TOMM20	94119
ENSG00000173744	AGFG1	51166
ENSG00000173757	STAT5B	1642
ENSG00000173762	CD7	1462
ENSG00000173786	CNP	472530
ENSG00000173801	JUP	133362
ENSG00000173812	EIF1	505604
ENSG00000173821	RNF213	4389
ENSG00000173852	DPY19L1	9455
ENSG00000173889	PHC3	387
ENSG00000173898	SPTBN2	483
ENSG00000173905	GOLIM4	19184
ENSG00000173914	RBM4B	288
ENSG00000173915	ATP5MD	793323
ENSG00000173933	RBM4	84707
ENSG00000173950	XXYLT1	1595
ENSG00000173960	UBXN2A	841
ENSG00000173992	CCS	17866
ENSG00000174013	FBXO45	174
ENSG00000174021	GNG5	211834
ENSG00000174106	LEMD3	4994
ENSG00000174109	C16orf91	3286
ENSG00000174173	TRMT10C	90107
ENSG00000174177	CTU2	2017
ENSG00000174197	MGA	186
ENSG00000174227	PIGG	1762
ENSG00000174233	ADCY6	130
ENSG00000174238	PITPNA	14379
ENSG00000174243	DDX23	38915
ENSG00000174306	ZHX3	73
ENSG00000174307	PHLDA3	2725
ENSG00000174373	RALGAPA1	1167
ENSG00000174405	LIG4	1211
ENSG00000174437	ATP2A2	281503
ENSG00000174442	ZWILCH	525
ENSG00000174444	RPL4	2145244
ENSG00000174483	BBS1	54
ENSG00000174485	DENND4A	360
ENSG00000174547	MRPL11	128119
ENSG00000174606	ANGEL2	222
ENSG00000174684	B4GAT1	34357
ENSG00000174695	TMEM167A	177869
ENSG00000174705	SH3PXD2B	466
ENSG00000174720	LARP7	21642
ENSG00000174748	RPL15	1574047
ENSG00000174749	FAM241A	6071
ENSG00000174780	SRP72	128360
ENSG00000174791	RIN1	219
ENSG00000174827	PDZK1	2167
ENSG00000174839	DENND6A	23
ENSG00000174840	PDE12	58391
ENSG00000174842	GLMN	15800
ENSG00000174851	YIF1A	56161
ENSG00000174886	NDUFA11	179833
ENSG00000174891	RSRC1	2215
ENSG00000174903	RAB1B	429984
ENSG00000174915	PTDSS2	6516
ENSG00000174917	C19orf70	70068
ENSG00000174928	C3orf33	1427
ENSG00000174938	SEZ6L2	342
ENSG00000174939	ASPHD1	16
ENSG00000174953	DHX36	12021
ENSG00000174989	FBXW8	1126
ENSG00000174990	CA5A	10139
ENSG00000174996	KLC2	18244
ENSG00000175029	CTBP2	57
ENSG00000175054	ATR	231
ENSG00000175063	UBE2C	2516
ENSG00000175073	VCPIP1	1907
ENSG00000175104	TRAF6	954
ENSG00000175110	MRPS22	103482
ENSG00000175115	PACS1	2701
ENSG00000175130	MARCKSL1	23706
ENSG00000175137	SH3BP5L	215
ENSG00000175166	PSMD2	265873
ENSG00000175193	PARL	4096
ENSG00000175198	PCCA	17457
ENSG00000175203	DCTN2	118507
ENSG00000175216	CKAP5	16137
ENSG00000175220	ARHGAP1	67711
ENSG00000175221	MED16	2197
ENSG00000175224	ATG13	52
ENSG00000175274	TP53I11	2600
ENSG00000175283	DOLK	800
ENSG00000175324	LSM1	102036
ENSG00000175334	BANF1	714348
ENSG00000175354	PTPN2	9098
ENSG00000175376	EIF1AD	22405
ENSG00000175387	SMAD2	11242
ENSG00000175416	CLTB	83400
ENSG00000175467	SART1	20351
ENSG00000175470	PPP2R2D	688
ENSG00000175482	POLD4	108528
ENSG00000175536	LIPT2	261
ENSG00000175550	DRAP1	56445
ENSG00000175573	C11orf68	17616
ENSG00000175575	PAAF1	31495
ENSG00000175581	MRPL48	87162
ENSG00000175582	RAB6A	1144473
ENSG00000175592	FOSL1	526
ENSG00000175595	ERCC4	1944
ENSG00000175600	SUGCT	2964
ENSG00000175606	TMEM70	91148
ENSG00000175634	RPS6KB2	206
ENSG00000175662	TOM1L2	520
ENSG00000175707	KDF1	46
ENSG00000175768	TOMM5	253722
ENSG00000175793	SFN	280595
ENSG00000175826	CTDNEP1	1191
ENSG00000175866	BAIAP2	15404
ENSG00000175895	PLEKHF2	2121
ENSG00000175899	A2M	154683
ENSG00000175931	UBE2O	33231
ENSG00000175970	UNC119B	5749
ENSG00000176014	TUBB6	51738
ENSG00000176018	LYSMD3	72
ENSG00000176022	B3GALT6	1194
ENSG00000176055	MBLAC2	12232
ENSG00000176095	IP6K1	683
ENSG00000176102	CSTF3	21564
ENSG00000176105	YES1	7072
ENSG00000176108	CHMP6	20616
ENSG00000176142	TMEM39A	304
ENSG00000176148	TCP11L1	776
ENSG00000176153	GPX2	63867
ENSG00000176170	SPHK1	5857
ENSG00000176171	BNIP3	172
ENSG00000176225	RTTN	21084
ENSG00000176248	ANAPC2	772
ENSG00000176261	ZBTB8OS	33343
ENSG00000176340	COX8A	4056
ENSG00000176386	CDC26	1868
ENSG00000176390	CRLF3	844
ENSG00000176393	RNPEP	118896
ENSG00000176407	KCMF1	246
ENSG00000176410	DNAJC30	1014
ENSG00000176422	SPRYD4	112947
ENSG00000176438	SYNE3	1261
ENSG00000176454	LPCAT4	917
ENSG00000176476	SGF29	3394
ENSG00000176533	GNG7	32400
ENSG00000176619	LMNB2	280533
ENSG00000176623	RMDN1	19152
ENSG00000176658	MYO1D	16989
ENSG00000176715	ACSF3	18572
ENSG00000176788	BASP1	2563
ENSG00000176853	FAM91A1	7220
ENSG00000176890	TYMS	5640
ENSG00000176915	ANKLE2	24978
ENSG00000176953	NFATC2IP	54
ENSG00000176974	SHMT1	45124
ENSG00000176978	DPP7	598
ENSG00000176986	SEC24C	110453
ENSG00000177000	MTHFR	1858
ENSG00000177034	MTX3	10070
ENSG00000177058	SLC38A9	4381
ENSG00000177082	WDR73	1014
ENSG00000177084	POLE	819
ENSG00000177105	RHOG	65461
ENSG00000177106	EPS8L2	102773
ENSG00000177119	ANO6	2127
ENSG00000177156	TALDO1	925560
ENSG00000177189	RPS6KA3	244150
ENSG00000177192	PUS1	53708
ENSG00000177200	CHD9	48
ENSG00000177225	GATD1	27414
ENSG00000177239	MAN1B1	6713
ENSG00000177303	CASKIN2	198
ENSG00000177425	PAWR	7944
ENSG00000177426	TGIF1	759
ENSG00000177463	NR2C2	1244
ENSG00000177469	CAVIN1	2137
ENSG00000177479	ARIH2	4932
ENSG00000177485	ZBTB33	212
ENSG00000177542	SLC25A22	50388
ENSG00000177548	RABEP2	978
ENSG00000177556	ATOX1	326953
ENSG00000177565	TBL1XR1	24363
ENSG00000177600	RPLP2	1938223
ENSG00000177606	JUN	174
ENSG00000177628	GBA	26388
ENSG00000177646	ACAD9	35273
ENSG00000177666	PNPLA2	3126
ENSG00000177674	AGTRAP	24675
ENSG00000177697	CD151	30037
ENSG00000177700	POLR2L	138939
ENSG00000177707	NECTIN3	10
ENSG00000177733	HNRNPA0	1114676
ENSG00000177830	CHID1	1896
ENSG00000177879	AP3S1	46995
ENSG00000177885	GRB2	111972
ENSG00000177889	UBE2N	1071880
ENSG00000177917	ARL6IP6	1112
ENSG00000177954	RPS27	1305688
ENSG00000177963	RIC8A	13613
ENSG00000177971	IMP3	74328
ENSG00000178028	DMAP1	1810
ENSG00000178035	IMPDH2	708149
ENSG00000178057	NDUFAF3	29113
ENSG00000178074	C2orf69	730
ENSG00000178078	STAP2	3514
ENSG00000178096	BOLA1	266
ENSG00000178104	PDE4DIP	11
ENSG00000178105	DDX10	18132
ENSG00000178127	NDUFV2	113723
ENSG00000178163	ZNF518B	2985
ENSG00000178188	SH2B1	104
ENSG00000178202	KDELC2	9516
ENSG00000178209	PLEC	79525
ENSG00000178252	WDR6	3832
ENSG00000178301	AQP11	1331
ENSG00000178307	TMEM11	51433
ENSG00000178409	BEND3	337
ENSG00000178425	NT5DC1	22803
ENSG00000178445	GLDC	44669
ENSG00000178449	COX14	99167
ENSG00000178462	TUBAL3	46385
ENSG00000178502	KLHL11	81
ENSG00000178537	SLC25A20	56512
ENSG00000178538	CA8	512
ENSG00000178567	EPM2AIP1	1983
ENSG00000178585	CTNNBIP1	122840
ENSG00000178691	SUZ12	404
ENSG00000178694	NSUN3	158
ENSG00000178741	COX5A	408243
ENSG00000178764	ZHX2	77
ENSG00000178802	MPI	46149
ENSG00000178814	OPLAH	40342
ENSG00000178896	EXOSC4	51218
ENSG00000178904	DPY19L3	894
ENSG00000178913	TAF7	5657
ENSG00000178921	PFAS	67645
ENSG00000178927	CYBC1	6955
ENSG00000178950	GAK	5740
ENSG00000178951	ZBTB7A	1517
ENSG00000178952	TUFM	1808301
ENSG00000178966	RMI1	127
ENSG00000178996	SNX18	1227
ENSG00000178999	AURKB	854
ENSG00000179010	MRFAP1	1353
ENSG00000179021	C3orf38	1167
ENSG00000179041	RRS1	123107
ENSG00000179085	DPM3	92382
ENSG00000179091	CYC1	274424
ENSG00000179115	FARSA	104826
ENSG00000179119	SPTY2D1	67
ENSG00000179134	SAMD4B	1505
ENSG00000179151	EDC3	11634
ENSG00000179163	FUCA1	28271
ENSG00000179218	CALR	1803563
ENSG00000179222	MAGED1	203
ENSG00000179262	RAD23A	15370
ENSG00000179271	GADD45GIP1	50893
ENSG00000179295	PTPN11	28943
ENSG00000179331	RAB39A	45
ENSG00000179335	CLK3	1267
ENSG00000179361	ARID3B	155
ENSG00000179387	ELMOD2	60514
ENSG00000179409	GEMIN4	5656
ENSG00000179526	SHARPIN	71
ENSG00000179562	GCC1	3162
ENSG00000179598	PLD6	6614
ENSG00000179604	CDC42EP4	716
ENSG00000179750	APOBEC3B	231
ENSG00000179761	PIPOX	160841
ENSG00000179820	MYADM	91849
ENSG00000179841	AKAP5	13
ENSG00000179918	SEPHS2	26972
ENSG00000179933	C14orf119	2009
ENSG00000179958	DCTPP1	172727
ENSG00000180011	ZADH2	9905
ENSG00000180098	TRNAU1AP	802
ENSG00000180104	EXOC3	6750
ENSG00000180182	MED14	1961
ENSG00000180185	FAHD1	188765
ENSG00000180190	TDRP	167
ENSG00000180198	RCC1	234920
ENSG00000180210	F2	31931
ENSG00000180228	PRKRA	80643
ENSG00000180329	CCDC43	21641
ENSG00000180353	HCLS1	334
ENSG00000180370	PAK2	127339
ENSG00000180398	MCFD2	87414
ENSG00000180448	ARHGAP45	3825
ENSG00000180488	MIGA1	5767
ENSG00000180573	HIST1H2AC	595
ENSG00000180611	MB21D2	381
ENSG00000180628	PCGF5	313
ENSG00000180667	YOD1	1197
ENSG00000180767	CHST13	4284
ENSG00000180773	SLC36A4	1286
ENSG00000180776	ZDHHC20	519
ENSG00000180817	PPA1	500952
ENSG00000180822	PSMG4	18638
ENSG00000180879	SSR4	684034
ENSG00000180891	CUEDC1	11
ENSG00000180900	SCRIB	8450
ENSG00000180902	D2HGDH	5147
ENSG00000180917	CMTR2	6
ENSG00000180957	PITPNB	83964
ENSG00000180979	LRRC57	16949
ENSG00000180992	MRPL14	67192
ENSG00000181019	NQO1	1990655
ENSG00000181027	FKRP	488
ENSG00000181029	TRAPPC5	5719
ENSG00000181035	SLC25A42	1377
ENSG00000181061	HIGD1A	31364
ENSG00000181090	EHMT1	337
ENSG00000181163	NPM1	4430523
ENSG00000181192	DHTKD1	3857
ENSG00000181222	POLR2A	10314
ENSG00000181381	DDX60L	7
ENSG00000181396	OGFOD3	6289
ENSG00000181404	WASHC1	1684
ENSG00000181467	RAP2B	32097
ENSG00000181523	SGSH	83634
ENSG00000181555	SETD2	38
ENSG00000181610	MRPS23	173319
ENSG00000181704	YIPF6	6149
