source,interaction,target
FGF21,activates,RYK
FGF21,activates,KDR
FGF21,activates,FLT1
HGF,activates,FGFR2
HGF,activates,ALK
HGF,activates,EPHB3
HGF,activates,TIE1
HGF,activates,AXL
HGF,activates,IGF1R
HGF,activates,FGFR3
HGF,activates,FLT3
HGF,activates,EPHA2
HGF,activates,EPHA8
HGF,activates,EGFR
HGF,activates,FGFR4
HGF,activates,FGFR1
HGF,activates,EPHB4
HGF,activates,MERTK
HGF,activates,EPHA7
HGF,activates,EPHA5
HGF,activates,LMTK2
HGF,activates,INSR
HGF,activates,ERBB2
HGF,activates,KIT
HGF,activates,EPHA6
HGF,activates,MST1R
HGF,activates,ROR2
HGF,activates,INSRR
HGF,activates,LTK
HGF,activates,PDGFRA
HGF,activates,CSF1R
HGF,activates,DDR2
HGF,activates,DDR1
HGF,activates,EPHA3
HGF,activates,EPHA4
HGF,activates,PDGFRB
HGF,activates,MUSK
HGF,activates,ROR1
HGF,activates,NTRK3
HGF,activates,TEK
HGF,activates,ROS1
HGF,activates,PTK7
HGF,activates,TYRO3
HGF,activates,RET
HGF,activates,NTRK2
HGF,activates,NTRK1
HGF,activates,AATK
HGF,activates,EPHB1
HGF,activates,EPHB2
HGF,activates,ERBB4
HGF,activates,ERBB3
HGF,activates,EPHA1
HGF,activates,FLT4
HGF,activates,RYK
HGF,activates,KDR
HGF,activates,FLT1
VEGFB,activates,FGFR2
VEGFB,activates,ALK
VEGFB,activates,EPHB3
VEGFB,activates,MET
VEGFB,activates,TIE1
VEGFB,activates,AXL
VEGFB,activates,IGF1R
VEGFB,activates,FGFR3
VEGFB,activates,FLT3
VEGFB,activates,EPHA2
VEGFB,activates,EPHA8
VEGFB,activates,EGFR
VEGFB,activates,FGFR4
VEGFB,activates,FGFR1
VEGFB,activates,EPHB4
VEGFB,activates,MERTK
VEGFB,activates,EPHA7
VEGFB,activates,EPHA5
VEGFB,activates,LMTK2
VEGFB,activates,INSR
VEGFB,activates,ERBB2
VEGFB,activates,KIT
VEGFB,activates,EPHA6
VEGFB,activates,MST1R
VEGFB,activates,ROR2
VEGFB,activates,INSRR
VEGFB,activates,LTK
VEGFB,activates,PDGFRA
VEGFB,activates,CSF1R
VEGFB,activates,DDR2
VEGFB,activates,DDR1
VEGFB,activates,EPHA3
VEGFB,activates,EPHA4
VEGFB,activates,PDGFRB
VEGFB,activates,MUSK
VEGFB,activates,ROR1
VEGFB,activates,NTRK3
VEGFB,activates,TEK
VEGFB,activates,ROS1
VEGFB,activates,PTK7
VEGFB,activates,TYRO3
VEGFB,activates,RET
VEGFB,activates,NTRK2
VEGFB,activates,NTRK1
VEGFB,activates,AATK
VEGFB,activates,EPHB1
VEGFB,activates,EPHB2
VEGFB,activates,ERBB4
VEGFB,activates,ERBB3
VEGFB,activates,EPHA1
VEGFB,activates,FLT4
VEGFB,activates,RYK
VEGFB,activates,KDR
VEGFD,activates,FGFR2
VEGFD,activates,ALK
VEGFD,activates,EPHB3
VEGFD,activates,MET
VEGFD,activates,TIE1
VEGFD,activates,AXL
VEGFD,activates,IGF1R
VEGFD,activates,FGFR3
VEGFD,activates,FLT3
VEGFD,activates,EPHA2
VEGFD,activates,EPHA8
VEGFD,activates,EGFR
VEGFD,activates,FGFR4
VEGFD,activates,FGFR1
VEGFD,activates,EPHB4
VEGFD,activates,MERTK
VEGFD,activates,EPHA7
VEGFD,activates,EPHA5
VEGFD,activates,LMTK2
VEGFD,activates,INSR
VEGFD,activates,ERBB2
VEGFD,activates,KIT
VEGFD,activates,EPHA6
VEGFD,activates,MST1R
VEGFD,activates,ROR2
VEGFD,activates,INSRR
VEGFD,activates,LTK
VEGFD,activates,PDGFRA
VEGFD,activates,CSF1R
VEGFD,activates,DDR2
VEGFD,activates,DDR1
VEGFD,activates,EPHA3
VEGFD,activates,EPHA4
VEGFD,activates,PDGFRB
VEGFD,activates,MUSK
VEGFD,activates,ROR1
VEGFD,activates,NTRK3
VEGFD,activates,TEK
VEGFD,activates,ROS1
VEGFD,activates,PTK7
VEGFD,activates,TYRO3
VEGFD,activates,RET
VEGFD,activates,NTRK2
VEGFD,activates,NTRK1
VEGFD,activates,AATK
VEGFD,activates,EPHB1
VEGFD,activates,EPHB2
VEGFD,activates,ERBB4
VEGFD,activates,ERBB3
VEGFD,activates,EPHA1
VEGFD,activates,RYK
VEGFD,activates,KDR
VEGFD,activates,FLT1
EFNA2,activates,FGFR2
EFNA2,activates,ALK
EFNA2,activates,EPHB3
EFNA2,activates,MET
EFNA2,activates,TIE1
EFNA2,activates,AXL
EFNA2,activates,IGF1R
EFNA2,activates,FGFR3
EFNA2,activates,FLT3
EFNA2,activates,EGFR
EFNA2,activates,FGFR4
EFNA2,activates,FGFR1
EFNA2,activates,EPHB4
EFNA2,activates,MERTK
EFNA2,activates,LMTK2
EFNA2,activates,INSR
EFNA2,activates,ERBB2
EFNA2,activates,KIT
EFNA2,activates,MST1R
EFNA2,activates,ROR2
EFNA2,activates,INSRR
EFNA2,activates,LTK
EFNA2,activates,PDGFRA
EFNA2,activates,CSF1R
EFNA2,activates,DDR2
EFNA2,activates,DDR1
EFNA2,activates,EPHA3
EFNA2,activates,PDGFRB
EFNA2,activates,MUSK
EFNA2,activates,ROR1
EFNA2,activates,NTRK3
EFNA2,activates,TEK
EFNA2,activates,ROS1
EFNA2,activates,PTK7
EFNA2,activates,TYRO3
EFNA2,activates,RET
EFNA2,activates,NTRK2
EFNA2,activates,NTRK1
EFNA2,activates,AATK
EFNA2,activates,EPHB1
EFNA2,activates,EPHB2
EFNA2,activates,ERBB4
EFNA2,activates,ERBB3
EFNA2,activates,EPHA1
EFNA2,activates,FLT4
EFNA2,activates,RYK
EFNA2,activates,KDR
EFNA2,activates,FLT1
FGF5,activates,ALK
FGF5,activates,EPHB3
FGF5,activates,MET
FGF5,activates,TIE1
FGF5,activates,AXL
FGF5,activates,IGF1R
FGF5,activates,FGFR3
FGF5,activates,FLT3
FGF5,activates,EPHA2
FGF5,activates,EPHA8
FGF5,activates,EGFR
FGF5,activates,FGFR4
FGF5,activates,EPHB4
FGF5,activates,MERTK
FGF5,activates,EPHA7
FGF5,activates,EPHA5
FGF5,activates,LMTK2
FGF5,activates,INSR
FGF5,activates,ERBB2
FGF5,activates,KIT
FGF5,activates,EPHA6
FGF5,activates,MST1R
FGF5,activates,ROR2
FGF5,activates,INSRR
FGF5,activates,LTK
FGF5,activates,PDGFRA
FGF5,activates,CSF1R
FGF5,activates,DDR2
FGF5,activates,DDR1
FGF5,activates,EPHA3
FGF5,activates,EPHA4
FGF5,activates,PDGFRB
FGF5,activates,MUSK
FGF5,activates,ROR1
FGF5,activates,NTRK3
FGF5,activates,TEK
FGF5,activates,ROS1
FGF5,activates,PTK7
FGF5,activates,TYRO3
FGF5,activates,RET
FGF5,activates,NTRK2
FGF5,activates,NTRK1
FGF5,activates,AATK
FGF5,activates,EPHB1
FGF5,activates,EPHB2
FGF5,activates,ERBB4
FGF5,activates,ERBB3
FGF5,activates,EPHA1
FGF5,activates,FLT4
FGF5,activates,RYK
FGF5,activates,KDR
FGF5,activates,FLT1
FGF10,activates,ALK
FGF10,activates,EPHB3
FGF10,activates,MET
FGF10,activates,TIE1
FGF10,activates,AXL
FGF10,activates,IGF1R
FGF10,activates,FGFR3
FGF10,activates,FLT3
FGF10,activates,EPHA2
FGF10,activates,EPHA8
FGF10,activates,EGFR
FGF10,activates,FGFR4
FGF10,activates,FGFR1
FGF10,activates,EPHB4
FGF10,activates,MERTK
FGF10,activates,EPHA7
FGF10,activates,EPHA5
FGF10,activates,LMTK2
FGF10,activates,INSR
FGF10,activates,ERBB2
FGF10,activates,KIT
FGF10,activates,EPHA6
FGF10,activates,MST1R
FGF10,activates,ROR2
FGF10,activates,INSRR
FGF10,activates,LTK
FGF10,activates,PDGFRA
FGF10,activates,CSF1R
FGF10,activates,DDR2
FGF10,activates,DDR1
FGF10,activates,EPHA3
FGF10,activates,EPHA4
FGF10,activates,PDGFRB
FGF10,activates,MUSK
FGF10,activates,ROR1
FGF10,activates,NTRK3
FGF10,activates,TEK
FGF10,activates,ROS1
FGF10,activates,PTK7
FGF10,activates,TYRO3
FGF10,activates,RET
FGF10,activates,NTRK2
FGF10,activates,NTRK1
FGF10,activates,AATK
FGF10,activates,EPHB1
FGF10,activates,EPHB2
FGF10,activates,ERBB4
FGF10,activates,ERBB3
FGF10,activates,EPHA1
FGF10,activates,FLT4
FGF10,activates,RYK
FGF10,activates,KDR
FGF10,activates,FLT1
EFNA3,activates,FGFR2
EFNA3,activates,ALK
EFNA3,activates,EPHB3
EFNA3,activates,MET
EFNA3,activates,TIE1
EFNA3,activates,AXL
EFNA3,activates,IGF1R
EFNA3,activates,FGFR3
EFNA3,activates,FLT3
EFNA3,activates,EGFR
EFNA3,activates,FGFR4
EFNA3,activates,FGFR1
EFNA3,activates,EPHB4
EFNA3,activates,MERTK
EFNA3,activates,LMTK2
EFNA3,activates,INSR
EFNA3,activates,ERBB2
EFNA3,activates,KIT
EFNA3,activates,MST1R
EFNA3,activates,ROR2
EFNA3,activates,INSRR
EFNA3,activates,LTK
EFNA3,activates,PDGFRA
EFNA3,activates,CSF1R
EFNA3,activates,DDR2
EFNA3,activates,DDR1
EFNA3,activates,PDGFRB
EFNA3,activates,MUSK
EFNA3,activates,ROR1
EFNA3,activates,NTRK3
EFNA3,activates,TEK
EFNA3,activates,ROS1
EFNA3,activates,PTK7
EFNA3,activates,TYRO3
EFNA3,activates,RET
EFNA3,activates,NTRK2
EFNA3,activates,NTRK1
EFNA3,activates,AATK
EFNA3,activates,EPHB1
EFNA3,activates,EPHB2
EFNA3,activates,ERBB4
EFNA3,activates,ERBB3
EFNA3,activates,EPHA1
EFNA3,activates,FLT4
EFNA3,activates,RYK
EFNA3,activates,KDR
EFNA3,activates,FLT1
EFNA5,activates,FGFR2
EFNA5,activates,ALK
EFNA5,activates,EPHB3
EFNA5,activates,MET
EFNA5,activates,TIE1
EFNA5,activates,AXL
EFNA5,activates,IGF1R
EFNA5,activates,FGFR3
EFNA5,activates,FLT3
EFNA5,activates,EGFR
EFNA5,activates,FGFR4
EFNA5,activates,FGFR1
EFNA5,activates,EPHB4
EFNA5,activates,MERTK
EFNA5,activates,LMTK2
EFNA5,activates,INSR
EFNA5,activates,ERBB2
EFNA5,activates,KIT
EFNA5,activates,MST1R
EFNA5,activates,ROR2
EFNA5,activates,INSRR
EFNA5,activates,LTK
EFNA5,activates,PDGFRA
EFNA5,activates,CSF1R
EFNA5,activates,DDR2
EFNA5,activates,DDR1
EFNA5,activates,PDGFRB
EFNA5,activates,MUSK
EFNA5,activates,ROR1
EFNA5,activates,NTRK3
EFNA5,activates,TEK
EFNA5,activates,ROS1
EFNA5,activates,PTK7
EFNA5,activates,TYRO3
EFNA5,activates,RET
EFNA5,activates,NTRK2
EFNA5,activates,NTRK1
EFNA5,activates,AATK
EFNA5,activates,EPHB1
EFNA5,activates,EPHB2
EFNA5,activates,ERBB4
EFNA5,activates,ERBB3
EFNA5,activates,EPHA1
EFNA5,activates,FLT4
EFNA5,activates,RYK
EFNA5,activates,KDR
EFNA5,activates,FLT1
FGF20,activates,FGFR2
FGF20,activates,ALK
FGF20,activates,EPHB3
FGF20,activates,MET
FGF20,activates,TIE1
FGF20,activates,AXL
FGF20,activates,IGF1R
FGF20,activates,FGFR3
FGF20,activates,FLT3
FGF20,activates,EPHA2
FGF20,activates,EPHA8
FGF20,activates,EGFR
FGF20,activates,FGFR4
FGF20,activates,FGFR1
FGF20,activates,EPHB4
FGF20,activates,MERTK
FGF20,activates,EPHA7
FGF20,activates,EPHA5
FGF20,activates,LMTK2
FGF20,activates,INSR
FGF20,activates,ERBB2
FGF20,activates,KIT
FGF20,activates,EPHA6
FGF20,activates,MST1R
FGF20,activates,ROR2
FGF20,activates,INSRR
FGF20,activates,LTK
FGF20,activates,PDGFRA
FGF20,activates,CSF1R
FGF20,activates,DDR2
FGF20,activates,DDR1
FGF20,activates,EPHA3
FGF20,activates,EPHA4
FGF20,activates,PDGFRB
FGF20,activates,MUSK
FGF20,activates,ROR1
FGF20,activates,NTRK3
FGF20,activates,TEK
FGF20,activates,ROS1
FGF20,activates,PTK7
FGF20,activates,TYRO3
FGF20,activates,RET
FGF20,activates,NTRK2
FGF20,activates,NTRK1
FGF20,activates,AATK
FGF20,activates,EPHB1
FGF20,activates,EPHB2
FGF20,activates,ERBB4
FGF20,activates,ERBB3
FGF20,activates,EPHA1
FGF20,activates,FLT4
FGF20,activates,RYK
FGF20,activates,KDR
FGF20,activates,FLT1
EREG,activates,FGFR2
EREG,activates,ALK
EREG,activates,EPHB3
EREG,activates,MET
EREG,activates,TIE1
EREG,activates,AXL
EREG,activates,IGF1R
EREG,activates,FGFR3
EREG,activates,FLT3
EREG,activates,EPHA2
EREG,activates,EPHA8
EREG,activates,FGFR4
EREG,activates,FGFR1
EREG,activates,EPHB4
EREG,activates,MERTK
EREG,activates,EPHA7
EREG,activates,EPHA5
EREG,activates,LMTK2
EREG,activates,INSR
EREG,activates,ERBB2
EREG,activates,KIT
EREG,activates,EPHA6
EREG,activates,MST1R
EREG,activates,ROR2
EREG,activates,INSRR
EREG,activates,LTK
EREG,activates,PDGFRA
EREG,activates,CSF1R
EREG,activates,DDR2
EREG,activates,DDR1
EREG,activates,EPHA3
EREG,activates,EPHA4
EREG,activates,PDGFRB
EREG,activates,MUSK
EREG,activates,ROR1
EREG,activates,NTRK3
EREG,activates,TEK
EREG,activates,ROS1
EREG,activates,PTK7
EREG,activates,TYRO3
EREG,activates,RET
EREG,activates,NTRK2
EREG,activates,NTRK1
EREG,activates,AATK
EREG,activates,EPHB1
EREG,activates,EPHB2
EREG,activates,EPHA1
EREG,activates,FLT4
EREG,activates,RYK
EREG,activates,KDR
EREG,activates,FLT1
FGF23,activates,FGFR2
FGF23,activates,ALK
FGF23,activates,EPHB3
FGF23,activates,MET
FGF23,activates,TIE1
FGF23,activates,AXL
FGF23,activates,IGF1R
FGF23,activates,FGFR3
FGF23,activates,FLT3
FGF23,activates,EPHA2
FGF23,activates,EPHA8
FGF23,activates,EGFR
FGF23,activates,FGFR4
FGF23,activates,FGFR1
FGF23,activates,EPHB4
FGF23,activates,MERTK
FGF23,activates,EPHA7
FGF23,activates,EPHA5
FGF23,activates,LMTK2
FGF23,activates,INSR
FGF23,activates,ERBB2
FGF23,activates,KIT
FGF23,activates,EPHA6
FGF23,activates,MST1R
FGF23,activates,ROR2
FGF23,activates,INSRR
FGF23,activates,LTK
FGF23,activates,PDGFRA
FGF23,activates,CSF1R
FGF23,activates,DDR2
FGF23,activates,DDR1
FGF23,activates,EPHA3
FGF23,activates,EPHA4
FGF23,activates,PDGFRB
FGF23,activates,MUSK
FGF23,activates,ROR1
FGF23,activates,NTRK3
FGF23,activates,TEK
FGF23,activates,ROS1
FGF23,activates,PTK7
FGF23,activates,TYRO3
FGF23,activates,RET
FGF23,activates,NTRK2
FGF23,activates,NTRK1
FGF23,activates,AATK
FGF23,activates,EPHB1
FGF23,activates,EPHB2
FGF23,activates,ERBB4
FGF23,activates,ERBB3
FGF23,activates,EPHA1
FGF23,activates,FLT4
FGF23,activates,RYK
FGF23,activates,KDR
FGF23,activates,FLT1
PDGFC,activates,FGFR2
PDGFC,activates,ALK
PDGFC,activates,EPHB3
PDGFC,activates,MET
PDGFC,activates,TIE1
PDGFC,activates,AXL
PDGFC,activates,IGF1R
PDGFC,activates,FGFR3
PDGFC,activates,FLT3
PDGFC,activates,EPHA2
PDGFC,activates,EPHA8
PDGFC,activates,EGFR
PDGFC,activates,FGFR4
PDGFC,activates,FGFR1
PDGFC,activates,EPHB4
PDGFC,activates,MERTK
PDGFC,activates,EPHA7
PDGFC,activates,EPHA5
PDGFC,activates,LMTK2
PDGFC,activates,INSR
PDGFC,activates,ERBB2
PDGFC,activates,KIT
PDGFC,activates,EPHA6
PDGFC,activates,MST1R
PDGFC,activates,ROR2
PDGFC,activates,INSRR
PDGFC,activates,LTK
PDGFC,activates,CSF1R
PDGFC,activates,DDR2
PDGFC,activates,DDR1
PDGFC,activates,EPHA3
PDGFC,activates,EPHA4
PDGFC,activates,MUSK
PDGFC,activates,ROR1
PDGFC,activates,NTRK3
PDGFC,activates,TEK
PDGFC,activates,ROS1
PDGFC,activates,PTK7
PDGFC,activates,TYRO3
PDGFC,activates,RET
PDGFC,activates,NTRK2
PDGFC,activates,NTRK1
PDGFC,activates,AATK
PDGFC,activates,EPHB1
PDGFC,activates,EPHB2
PDGFC,activates,ERBB4
PDGFC,activates,ERBB3
PDGFC,activates,EPHA1
PDGFC,activates,RYK
PDGFC,activates,FLT1
IGF2,activates,FGFR2
IGF2,activates,ALK
IGF2,activates,EPHB3
IGF2,activates,MET
IGF2,activates,TIE1
IGF2,activates,AXL
IGF2,activates,FGFR3
IGF2,activates,FLT3
IGF2,activates,EPHA2
IGF2,activates,EPHA8
IGF2,activates,EGFR
IGF2,activates,FGFR4
IGF2,activates,FGFR1
IGF2,activates,EPHB4
IGF2,activates,MERTK
IGF2,activates,EPHA7
IGF2,activates,EPHA5
IGF2,activates,LMTK2
IGF2,activates,INSR
IGF2,activates,ERBB2
IGF2,activates,KIT
IGF2,activates,EPHA6
IGF2,activates,MST1R
IGF2,activates,ROR2
IGF2,activates,INSRR
IGF2,activates,LTK
IGF2,activates,PDGFRA
IGF2,activates,CSF1R
IGF2,activates,DDR2
IGF2,activates,DDR1
IGF2,activates,EPHA3
IGF2,activates,EPHA4
IGF2,activates,PDGFRB
IGF2,activates,MUSK
IGF2,activates,ROR1
IGF2,activates,NTRK3
IGF2,activates,TEK
IGF2,activates,ROS1
IGF2,activates,PTK7
IGF2,activates,TYRO3
IGF2,activates,RET
IGF2,activates,NTRK2
IGF2,activates,NTRK1
IGF2,activates,AATK
IGF2,activates,EPHB1
IGF2,activates,EPHB2
IGF2,activates,ERBB4
IGF2,activates,ERBB3
IGF2,activates,EPHA1
IGF2,activates,FLT4
IGF2,activates,RYK
IGF2,activates,KDR
IGF2,activates,FLT1
NGF,activates,FGFR2
NGF,activates,ALK
NGF,activates,EPHB3
NGF,activates,MET
NGF,activates,TIE1
NGF,activates,AXL
NGF,activates,IGF1R
NGF,activates,FGFR3
NGF,activates,FLT3
NGF,activates,EPHA2
NGF,activates,EPHA8
NGF,activates,EGFR
NGF,activates,FGFR4
NGF,activates,FGFR1
NGF,activates,EPHB4
NGF,activates,MERTK
NGF,activates,EPHA7
NGF,activates,EPHA5
NGF,activates,LMTK2
NGF,activates,INSR
NGF,activates,ERBB2
NGF,activates,KIT
NGF,activates,EPHA6
NGF,activates,MST1R
NGF,activates,ROR2
NGF,activates,INSRR
NGF,activates,LTK
NGF,activates,PDGFRA
NGF,activates,CSF1R
NGF,activates,DDR2
NGF,activates,DDR1
NGF,activates,EPHA3
NGF,activates,EPHA4
NGF,activates,PDGFRB
NGF,activates,MUSK
NGF,activates,ROR1
NGF,activates,NTRK3
NGF,activates,TEK
NGF,activates,ROS1
NGF,activates,PTK7
NGF,activates,TYRO3
NGF,activates,RET
NGF,activates,NTRK2
NGF,activates,AATK
NGF,activates,EPHB1
NGF,activates,EPHB2
NGF,activates,ERBB4
NGF,activates,ERBB3
NGF,activates,EPHA1
NGF,activates,FLT4
NGF,activates,RYK
NGF,activates,KDR
NGF,activates,FLT1
FGF18,activates,ALK
FGF18,activates,EPHB3
FGF18,activates,MET
FGF18,activates,TIE1
FGF18,activates,AXL
FGF18,activates,IGF1R
FGF18,activates,FGFR3
FGF18,activates,FLT3
FGF18,activates,EPHA2
FGF18,activates,EPHA8
FGF18,activates,EGFR
FGF18,activates,FGFR4
FGF18,activates,FGFR1
FGF18,activates,EPHB4
FGF18,activates,MERTK
FGF18,activates,EPHA7
FGF18,activates,EPHA5
FGF18,activates,LMTK2
FGF18,activates,INSR
FGF18,activates,ERBB2
FGF18,activates,KIT
FGF18,activates,EPHA6
FGF18,activates,MST1R
FGF18,activates,ROR2
FGF18,activates,INSRR
FGF18,activates,LTK
FGF18,activates,PDGFRA
FGF18,activates,CSF1R
FGF18,activates,DDR2
FGF18,activates,DDR1
FGF18,activates,EPHA3
FGF18,activates,EPHA4
FGF18,activates,PDGFRB
FGF18,activates,MUSK
FGF18,activates,ROR1
FGF18,activates,NTRK3
FGF18,activates,TEK
FGF18,activates,ROS1
FGF18,activates,PTK7
FGF18,activates,TYRO3
FGF18,activates,RET
FGF18,activates,NTRK2
FGF18,activates,NTRK1
FGF18,activates,AATK
FGF18,activates,EPHB1
FGF18,activates,EPHB2
FGF18,activates,ERBB4
FGF18,activates,ERBB3
FGF18,activates,EPHA1
FGF18,activates,FLT4
FGF18,activates,RYK
FGF18,activates,KDR
FGF18,activates,FLT1
EFNA1,activates,FGFR2
EFNA1,activates,ALK
EFNA1,activates,EPHB3
EFNA1,activates,MET
EFNA1,activates,TIE1
EFNA1,activates,AXL
EFNA1,activates,IGF1R
EFNA1,activates,FGFR3
EFNA1,activates,FLT3
EFNA1,activates,EGFR
EFNA1,activates,FGFR4
EFNA1,activates,FGFR1
EFNA1,activates,EPHB4
EFNA1,activates,MERTK
EFNA1,activates,LMTK2
EFNA1,activates,INSR
EFNA1,activates,ERBB2
EFNA1,activates,KIT
EFNA1,activates,MST1R
EFNA1,activates,ROR2
EFNA1,activates,INSRR
EFNA1,activates,LTK
EFNA1,activates,PDGFRA
EFNA1,activates,CSF1R
EFNA1,activates,DDR2
EFNA1,activates,DDR1
EFNA1,activates,PDGFRB
EFNA1,activates,MUSK
EFNA1,activates,ROR1
EFNA1,activates,NTRK3
EFNA1,activates,TEK
EFNA1,activates,ROS1
EFNA1,activates,PTK7
EFNA1,activates,TYRO3
EFNA1,activates,RET
EFNA1,activates,NTRK2
EFNA1,activates,NTRK1
EFNA1,activates,AATK
EFNA1,activates,EPHB1
EFNA1,activates,EPHB2
EFNA1,activates,ERBB4
EFNA1,activates,ERBB3
EFNA1,activates,FLT4
EFNA1,activates,RYK
EFNA1,activates,KDR
EFNA1,activates,FLT1
IGF1,activates,FGFR2
IGF1,activates,ALK
IGF1,activates,EPHB3
IGF1,activates,MET
IGF1,activates,TIE1
IGF1,activates,AXL
IGF1,activates,FGFR3
IGF1,activates,FLT3
IGF1,activates,EPHA2
IGF1,activates,EPHA8
IGF1,activates,EGFR
IGF1,activates,FGFR4
IGF1,activates,FGFR1
IGF1,activates,EPHB4
IGF1,activates,MERTK
IGF1,activates,EPHA7
IGF1,activates,EPHA5
IGF1,activates,LMTK2
IGF1,activates,INSR
IGF1,activates,ERBB2
IGF1,activates,KIT
IGF1,activates,EPHA6
IGF1,activates,MST1R
IGF1,activates,ROR2
IGF1,activates,INSRR
IGF1,activates,LTK
IGF1,activates,PDGFRA
IGF1,activates,CSF1R
IGF1,activates,DDR2
IGF1,activates,DDR1
IGF1,activates,EPHA3
IGF1,activates,EPHA4
IGF1,activates,PDGFRB
IGF1,activates,MUSK
IGF1,activates,ROR1
IGF1,activates,NTRK3
IGF1,activates,TEK
IGF1,activates,ROS1
IGF1,activates,PTK7
IGF1,activates,TYRO3
IGF1,activates,RET
IGF1,activates,NTRK2
IGF1,activates,NTRK1
IGF1,activates,AATK
IGF1,activates,EPHB1
IGF1,activates,EPHB2
IGF1,activates,ERBB4
IGF1,activates,ERBB3
IGF1,activates,EPHA1
IGF1,activates,FLT4
IGF1,activates,RYK
IGF1,activates,KDR
IGF1,activates,FLT1
INS,activates,FGFR2
INS,activates,ALK
INS,activates,EPHB3
INS,activates,MET
INS,activates,TIE1
INS,activates,AXL
INS,activates,FGFR3
INS,activates,FLT3
INS,activates,EPHA2
INS,activates,EPHA8
INS,activates,EGFR
INS,activates,FGFR4
INS,activates,FGFR1
INS,activates,EPHB4
INS,activates,MERTK
INS,activates,EPHA7
INS,activates,EPHA5
INS,activates,LMTK2
INS,activates,ERBB2
INS,activates,KIT
INS,activates,EPHA6
INS,activates,MST1R
INS,activates,ROR2
INS,activates,INSRR
INS,activates,LTK
INS,activates,PDGFRA
INS,activates,CSF1R
INS,activates,DDR2
INS,activates,DDR1
INS,activates,EPHA3
INS,activates,EPHA4
INS,activates,PDGFRB
INS,activates,MUSK
INS,activates,ROR1
INS,activates,NTRK3
INS,activates,TEK
INS,activates,ROS1
INS,activates,PTK7
INS,activates,TYRO3
INS,activates,RET
INS,activates,NTRK2
INS,activates,NTRK1
INS,activates,AATK
INS,activates,EPHB1
INS,activates,EPHB2
INS,activates,ERBB4
INS,activates,ERBB3
INS,activates,EPHA1
INS,activates,FLT4
INS,activates,RYK
INS,activates,KDR
INS,activates,FLT1
PDGFD,activates,FGFR2
PDGFD,activates,ALK
PDGFD,activates,EPHB3
PDGFD,activates,MET
PDGFD,activates,TIE1
PDGFD,activates,AXL
PDGFD,activates,IGF1R
PDGFD,activates,FGFR3
PDGFD,activates,FLT3
PDGFD,activates,EPHA2
PDGFD,activates,EPHA8
PDGFD,activates,EGFR
PDGFD,activates,FGFR4
PDGFD,activates,FGFR1
PDGFD,activates,EPHB4
PDGFD,activates,MERTK
PDGFD,activates,EPHA7
PDGFD,activates,EPHA5
PDGFD,activates,LMTK2
PDGFD,activates,INSR
PDGFD,activates,ERBB2
PDGFD,activates,KIT
PDGFD,activates,EPHA6
PDGFD,activates,MST1R
PDGFD,activates,ROR2
PDGFD,activates,INSRR
PDGFD,activates,LTK
PDGFD,activates,PDGFRA
PDGFD,activates,CSF1R
PDGFD,activates,DDR2
PDGFD,activates,DDR1
PDGFD,activates,EPHA3
PDGFD,activates,EPHA4
PDGFD,activates,MUSK
PDGFD,activates,ROR1
PDGFD,activates,NTRK3
PDGFD,activates,TEK
PDGFD,activates,ROS1
PDGFD,activates,PTK7
PDGFD,activates,TYRO3
PDGFD,activates,RET
PDGFD,activates,NTRK2
PDGFD,activates,NTRK1
PDGFD,activates,AATK
PDGFD,activates,EPHB1
PDGFD,activates,EPHB2
PDGFD,activates,ERBB4
PDGFD,activates,ERBB3
PDGFD,activates,EPHA1
PDGFD,activates,FLT4
PDGFD,activates,RYK
PDGFD,activates,KDR
PDGFD,activates,FLT1
FGF6,activates,ALK
FGF6,activates,EPHB3
FGF6,activates,MET
FGF6,activates,TIE1
FGF6,activates,AXL
FGF6,activates,IGF1R
FGF6,activates,FGFR3
FGF6,activates,FLT3
FGF6,activates,EPHA2
FGF6,activates,EPHA8
FGF6,activates,EGFR
FGF6,activates,FGFR4
FGF6,activates,FGFR1
FGF6,activates,EPHB4
FGF6,activates,MERTK
FGF6,activates,EPHA7
FGF6,activates,EPHA5
FGF6,activates,LMTK2
FGF6,activates,INSR
FGF6,activates,ERBB2
FGF6,activates,KIT
FGF6,activates,EPHA6
FGF6,activates,MST1R
FGF6,activates,ROR2
FGF6,activates,INSRR
FGF6,activates,LTK
FGF6,activates,PDGFRA
FGF6,activates,CSF1R
FGF6,activates,DDR2
FGF6,activates,DDR1
FGF6,activates,EPHA3
FGF6,activates,EPHA4
FGF6,activates,PDGFRB
FGF6,activates,MUSK
FGF6,activates,ROR1
FGF6,activates,NTRK3
FGF6,activates,TEK
FGF6,activates,ROS1
FGF6,activates,PTK7
FGF6,activates,TYRO3
FGF6,activates,RET
FGF6,activates,NTRK2
FGF6,activates,NTRK1
FGF6,activates,AATK
FGF6,activates,EPHB1
FGF6,activates,EPHB2
FGF6,activates,ERBB4
FGF6,activates,ERBB3
FGF6,activates,EPHA1
FGF6,activates,FLT4
FGF6,activates,RYK
FGF6,activates,KDR
FGF6,activates,FLT1
PDGFA,activates,FGFR2
PDGFA,activates,ALK
PDGFA,activates,EPHB3
PDGFA,activates,MET
PDGFA,activates,TIE1
PDGFA,activates,AXL
PDGFA,activates,IGF1R
PDGFA,activates,FGFR3
